Gene stable ID	Gene name	Mouse gene stable ID	Mouse homology type
ENSMMUG00000063527	Metazoa_SRP		
ENSMMUG00000056756			
ENSMMUG00000057123			
ENSMMUG00000012019	POLR2J		
ENSMMUG00000003488	SPMIP2	ENSMUSG00000091685	ortholog_one2one
ENSMMUG00000053732		ENSMUSG00000076472	ortholog_one2one
ENSMMUG00000037625		ENSMUSG00000027805	ortholog_one2many
ENSMMUG00000054799			
ENSMMUG00000052689	Metazoa_SRP		
ENSMMUG00000059097			
ENSMMUG00000009347			
ENSMMUG00000005782	EPHX1	ENSMUSG00000038776	ortholog_one2one
ENSMMUG00000035464	U6	ENSMUSG00002075736	ortholog_one2many
ENSMMUG00000035464	U6	ENSMUSG00002074911	ortholog_one2many
ENSMMUG00000035464	U6	ENSMUSG00000088658	ortholog_one2many
ENSMMUG00000064721			
ENSMMUG00000063857	RHOH	ENSMUSG00000029204	ortholog_one2one
ENSMMUG00000012334	ACTRT2	ENSMUSG00000051276	ortholog_one2one
ENSMMUG00000048996	SNORD39		
ENSMMUG00000063995	U6	ENSMUSG00000089413	ortholog_one2one
ENSMMUG00000017823	RSBN1	ENSMUSG00000044098	ortholog_one2one
ENSMMUG00000052287			
ENSMMUG00000062275	U6	ENSMUSG00000065702	ortholog_one2many
ENSMMUG00000006701	GSAP	ENSMUSG00000039934	ortholog_one2one
ENSMMUG00000050761		ENSMUSG00000055413	ortholog_one2many
ENSMMUG00000058719			
ENSMMUG00000022941	SLC22A7	ENSMUSG00000067144	ortholog_one2one
ENSMMUG00000057961			
ENSMMUG00000023789	KLHL31	ENSMUSG00000044938	ortholog_one2one
ENSMMUG00000064878			
ENSMMUG00000062569	Metazoa_SRP		
ENSMMUG00000063323	Metazoa_SRP		
ENSMMUG00000006286	TRA2A	ENSMUSG00000029817	ortholog_one2one
ENSMMUG00000044628			
ENSMMUG00000046089			
ENSMMUG00000059315	Metazoa_SRP		
ENSMMUG00000042299	DENND2A	ENSMUSG00000038456	ortholog_one2one
ENSMMUG00000057566	Metazoa_SRP		
ENSMMUG00000030358	CHRNA9	ENSMUSG00000029205	ortholog_one2one
ENSMMUG00000051385			
ENSMMUG00000063241		ENSMUSG00000108981	ortholog_one2many
ENSMMUG00000060361	Metazoa_SRP		
ENSMMUG00000047526			
ENSMMUG00000063617			
ENSMMUG00000018573	KHDC1L	ENSMUSG00000085079	ortholog_many2many
ENSMMUG00000018573	KHDC1L	ENSMUSG00000041722	ortholog_many2many
ENSMMUG00000018573	KHDC1L	ENSMUSG00000067750	ortholog_many2many
ENSMMUG00000022485	PPP1R17	ENSMUSG00000002930	ortholog_one2one
ENSMMUG00000058068	Metazoa_SRP		
ENSMMUG00000044424	Metazoa_SRP		
ENSMMUG00000030384		ENSMUSG00000004952	ortholog_one2one
ENSMMUG00000036673	U7		
ENSMMUG00000054851		ENSMUSG00000108981	ortholog_one2many
ENSMMUG00000062260			
ENSMMUG00000040680			
ENSMMUG00000053909			
ENSMMUG00000025751	U1	ENSMUSG00000065937	ortholog_one2one
ENSMMUG00000008684	GCLC	ENSMUSG00000032350	ortholog_one2one
ENSMMUG00000054471	IMPG1	ENSMUSG00000032343	ortholog_one2one
ENSMMUG00000063219		ENSMUSG00000085079	ortholog_many2many
ENSMMUG00000063219		ENSMUSG00000041722	ortholog_many2many
ENSMMUG00000063219		ENSMUSG00000067750	ortholog_many2many
ENSMMUG00000022107	PDE9A	ENSMUSG00000041119	ortholog_one2one
ENSMMUG00000005785	TMEM63A	ENSMUSG00000026519	ortholog_one2one
ENSMMUG00000036851	U7		
ENSMMUG00000062082			
ENSMMUG00000052574			
ENSMMUG00000017819	PHTF1	ENSMUSG00000058388	ortholog_one2one
ENSMMUG00000050984		ENSMUSG00000095574	ortholog_many2many
ENSMMUG00000050984		ENSMUSG00000094525	ortholog_many2many
ENSMMUG00000019445	KPNA7	ENSMUSG00000038770	ortholog_one2one
ENSMMUG00000017322	TTBK1	ENSMUSG00000015599	ortholog_one2one
ENSMMUG00000054396			
ENSMMUG00000043151	Y_RNA		
ENSMMUG00000018184	NAA15	ENSMUSG00000063273	ortholog_one2one
ENSMMUG00000061255		ENSMUSG00000095574	ortholog_many2many
ENSMMUG00000061255		ENSMUSG00000094525	ortholog_many2many
ENSMMUG00000056703		ENSMUSG00000044533	ortholog_one2many
ENSMMUG00000049297			
ENSMMUG00000055125	U6	ENSMUSG00000064948	ortholog_many2many
ENSMMUG00000055125	U6	ENSMUSG00000089055	ortholog_many2many
ENSMMUG00000061067			
ENSMMUG00000022484	ITPRID1	ENSMUSG00000037973	ortholog_one2one
ENSMMUG00000036390	SCARNA17		
ENSMMUG00000050927	Metazoa_SRP		
ENSMMUG00000038198	Metazoa_SRP		
ENSMMUG00000035757	mml-mir-762-1		
ENSMMUG00000012203	AHR	ENSMUSG00000019256	ortholog_one2one
ENSMMUG00000063417			
ENSMMUG00000061121	Y_RNA	ENSMUSG00000084609	ortholog_one2one
ENSMMUG00000049767		ENSMUSG00000095574	ortholog_many2many
ENSMMUG00000049767		ENSMUSG00000094525	ortholog_many2many
ENSMMUG00000040113	MFAP3L	ENSMUSG00000031647	ortholog_one2one
ENSMMUG00000012036	RBM47	ENSMUSG00000070780	ortholog_one2one
ENSMMUG00000050661			
ENSMMUG00000058291			
ENSMMUG00000060026			
ENSMMUG00000003867			
ENSMMUG00000004839	IGF2BP3	ENSMUSG00000029814	ortholog_one2one
ENSMMUG00000048246			
ENSMMUG00000047563	IQCM	ENSMUSG00000031620	ortholog_one2one
ENSMMUG00000010581	RAPGEF2	ENSMUSG00000062232	ortholog_one2one
ENSMMUG00000055809			
ENSMMUG00000064018		ENSMUSG00000095574	ortholog_many2many
ENSMMUG00000064018		ENSMUSG00000094525	ortholog_many2many
ENSMMUG00000025101	Y_RNA		
ENSMMUG00000056284	Metazoa_SRP		
ENSMMUG00000022699	NEUROD6	ENSMUSG00000037984	ortholog_one2one
ENSMMUG00000057494	TRBV7-9		
ENSMMUG00000035725	U6		
ENSMMUG00000053608		ENSMUSG00000032399	ortholog_one2many
ENSMMUG00000017649	E2F3	ENSMUSG00000016477	ortholog_one2one
ENSMMUG00000048577	Metazoa_SRP		
ENSMMUG00000050757	ISG15	ENSMUSG00000035692	ortholog_one2one
ENSMMUG00000054505			
ENSMMUG00000015516	MTERF1	ENSMUSG00000053178	ortholog_one2many
ENSMMUG00000015516	MTERF1	ENSMUSG00000040429	ortholog_one2many
ENSMMUG00000024348	U6	ENSMUSG00000119236	ortholog_many2many
ENSMMUG00000024348	U6	ENSMUSG00000065815	ortholog_many2many
ENSMMUG00000055370	TRBV10-3	ENSMUSG00000076467	ortholog_many2many
ENSMMUG00000055370	TRBV10-3	ENSMUSG00000076470	ortholog_many2many
ENSMMUG00000055370	TRBV10-3	ENSMUSG00000076469	ortholog_many2many
ENSMMUG00000056198	MYOCOS		
ENSMMUG00000011434	PYCR2	ENSMUSG00000066652	ortholog_many2many
ENSMMUG00000011434	PYCR2	ENSMUSG00000038793	ortholog_many2many
ENSMMUG00000013990	DNPH1	ENSMUSG00000040658	ortholog_one2one
ENSMMUG00000059030			
ENSMMUG00000058395	ZBTB41	ENSMUSG00000033964	ortholog_one2one
ENSMMUG00000030357		ENSMUSG00000020116	ortholog_one2many
ENSMMUG00000037037	U7		
ENSMMUG00000062211			
ENSMMUG00000057993		ENSMUSG00000006143	ortholog_one2one
ENSMMUG00000006309	UNC5C	ENSMUSG00000059921	ortholog_one2one
ENSMMUG00000007399	CHAF1B	ENSMUSG00000022945	ortholog_one2one
ENSMMUG00000033015	SNORD65	ENSMUSG00000077457	ortholog_one2many
ENSMMUG00000001817	HES4		
ENSMMUG00000013649	MYOC	ENSMUSG00000026697	ortholog_one2one
ENSMMUG00000003863	RING1	ENSMUSG00000024325	ortholog_one2one
ENSMMUG00000012561	NSUN7	ENSMUSG00000029206	ortholog_one2one
ENSMMUG00000059948			
ENSMMUG00000055612	TRBV12-5		
ENSMMUG00000005032	MYO6	ENSMUSG00000033577	ortholog_one2one
ENSMMUG00000061041	MALSU1	ENSMUSG00000029815	ortholog_one2one
ENSMMUG00000027369	U6		
ENSMMUG00000004758	TLCD4	ENSMUSG00000028133	ortholog_one2one
ENSMMUG00000006422	ELOVL5	ENSMUSG00000032349	ortholog_one2one
ENSMMUG00000041361	Metazoa_SRP		
ENSMMUG00000002948	USP19	ENSMUSG00000006676	ortholog_one2one
ENSMMUG00000050269	TRBV14		
ENSMMUG00000015282	ADCK2	ENSMUSG00000046947	ortholog_one2one
ENSMMUG00000058360			
ENSMMUG00000022114			
ENSMMUG00000057838	TRBV15	ENSMUSG00000076474	ortholog_one2one
ENSMMUG00000055405			
ENSMMUG00000047349	UPK3B	ENSMUSG00000042985	ortholog_one2one
ENSMMUG00000051122	TRBV16		
ENSMMUG00000058965	U6		
ENSMMUG00000062235	U3		
ENSMMUG00000023203	VAMP4	ENSMUSG00000026696	ortholog_one2one
ENSMMUG00000005299	ADCYAP1R1	ENSMUSG00000029778	ortholog_one2one
ENSMMUG00000043894		ENSMUSG00000076477	ortholog_one2one
ENSMMUG00000004800	SLMAP	ENSMUSG00000021870	ortholog_one2one
ENSMMUG00000055206	Y_RNA		
ENSMMUG00000047885	TRBV19	ENSMUSG00000076475	ortholog_one2one
ENSMMUG00000012322	CRB1	ENSMUSG00000063681	ortholog_one2one
ENSMMUG00000063476	Metazoa_SRP		
ENSMMUG00000053816	TRBV23-1	ENSMUSG00000076479	ortholog_one2many
ENSMMUG00000053816	TRBV23-1	ENSMUSG00000076478	ortholog_one2many
ENSMMUG00000026909	mml-mir-219-1	ENSMUSG00000065555	ortholog_one2one
ENSMMUG00000031775			
ENSMMUG00000013091	XXYLT1	ENSMUSG00000047434	ortholog_one2one
ENSMMUG00000060028	TRBV24-1		
ENSMMUG00000051849			
ENSMMUG00000012648	GPNMB	ENSMUSG00000029816	ortholog_one2one
ENSMMUG00000057650			
ENSMMUG00000008392	HTT	ENSMUSG00000029104	ortholog_one2one
ENSMMUG00000015284	NDUFB2	ENSMUSG00000002416	ortholog_one2one
ENSMMUG00000059234			
ENSMMUG00000040188	Metazoa_SRP		
ENSMMUG00000035909	SCARNA20		
ENSMMUG00000011435		ENSMUSG00000066652	ortholog_many2many
ENSMMUG00000011435		ENSMUSG00000038793	ortholog_many2many
ENSMMUG00000016017	AGR3	ENSMUSG00000036231	ortholog_one2one
ENSMMUG00000062393	TRBV27		
ENSMMUG00000003859	SLC39A7	ENSMUSG00000024327	ortholog_one2one
ENSMMUG00000052745	Metazoa_SRP		
ENSMMUG00000056097			
ENSMMUG00000007470	CDK14	ENSMUSG00000028926	ortholog_one2one
ENSMMUG00000062258	TRBV28	ENSMUSG00000076480	ortholog_one2one
ENSMMUG00000054273	U1		
ENSMMUG00000014537	BSN	ENSMUSG00000032589	ortholog_one2one
ENSMMUG00000021359	PDHA2	ENSMUSG00000047674	ortholog_one2one
ENSMMUG00000064823	TRBV29-1	ENSMUSG00000076481	ortholog_one2one
ENSMMUG00000042699	SDE2	ENSMUSG00000038806	ortholog_one2one
ENSMMUG00000017817	MAGI3	ENSMUSG00000052539	ortholog_one2one
ENSMMUG00000017050	AGR2	ENSMUSG00000020581	ortholog_one2one
ENSMMUG00000007266	METTL13	ENSMUSG00000026694	ortholog_one2one
ENSMMUG00000059742			
ENSMMUG00000020043	MORC3	ENSMUSG00000039456	ortholog_one2one
ENSMMUG00000035422	U6		
ENSMMUG00000022697	STEAP4	ENSMUSG00000012428	ortholog_one2one
ENSMMUG00000053756			
ENSMMUG00000036716	U6	ENSMUSG00000089125	ortholog_one2one
ENSMMUG00000052675			
ENSMMUG00000005434	CUL9	ENSMUSG00000040327	ortholog_one2one
ENSMMUG00000043479			
ENSMMUG00000016286	PRSS1	ENSMUSG00000071521	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000071519	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000071517	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000058119	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000054106	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000036938	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000062751	ortholog_many2many
ENSMMUG00000016286	PRSS1	ENSMUSG00000057163	ortholog_many2many
ENSMMUG00000022083	GCM1	ENSMUSG00000023333	ortholog_one2one
ENSMMUG00000051608			
ENSMMUG00000017049	TSPAN13	ENSMUSG00000020577	ortholog_one2one
ENSMMUG00000059079	snoU13		
ENSMMUG00000017570	DTX2	ENSMUSG00000004947	ortholog_one2one
ENSMMUG00000055584	H3-3A		
ENSMMUG00000013962	DENND1B	ENSMUSG00000056268	ortholog_one2one
ENSMMUG00000064831	U3		
ENSMMUG00000064186			
ENSMMUG00000004300	NCAM2	ENSMUSG00000022762	ortholog_one2one
ENSMMUG00000063012			
ENSMMUG00000003861	HSD17B8	ENSMUSG00000073422	ortholog_one2one
ENSMMUG00000022696	SRI	ENSMUSG00000003161	ortholog_one2one
ENSMMUG00000059492			
ENSMMUG00000010708	LSG1	ENSMUSG00000022538	ortholog_one2one
ENSMMUG00000042793	BRAF	ENSMUSG00000002413	ortholog_one2one
ENSMMUG00000056627			
ENSMMUG00000019058	ACBD3	ENSMUSG00000026499	ortholog_one2one
ENSMMUG00000015320	KCNQ5	ENSMUSG00000028033	ortholog_one2one
ENSMMUG00000052519	PRSS2	ENSMUSG00000071521	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000071519	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000071517	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000058119	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000054106	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000036938	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000062751	ortholog_many2many
ENSMMUG00000052519	PRSS2	ENSMUSG00000057163	ortholog_many2many
ENSMMUG00000064876			
ENSMMUG00000003858	RXRB	ENSMUSG00000039656	ortholog_one2one
ENSMMUG00000017045	BZW2	ENSMUSG00000020547	ortholog_one2one
ENSMMUG00000013502	STPG2	ENSMUSG00000047940	ortholog_one2one
ENSMMUG00000012563	APBB2	ENSMUSG00000029207	ortholog_one2one
ENSMMUG00000060488	snoU13		
ENSMMUG00000063956			
ENSMMUG00000002952	LAMB2	ENSMUSG00000052911	ortholog_one2one
ENSMMUG00000003637	ZP3	ENSMUSG00000004948	ortholog_one2one
ENSMMUG00000005129	MIXL1	ENSMUSG00000026497	ortholog_one2one
ENSMMUG00000048263	GSX2	ENSMUSG00000035946	ortholog_one2one
ENSMMUG00000046388			
ENSMMUG00000057740	Y_RNA		
ENSMMUG00000060919	U3		
ENSMMUG00000027981	U6		
ENSMMUG00000064681			
ENSMMUG00000011764	GHRHR	ENSMUSG00000004654	ortholog_one2one
ENSMMUG00000063357	Y_RNA		
ENSMMUG00000055205	U3		
ENSMMUG00000001560	NUP42	ENSMUSG00000048439	ortholog_one2one
ENSMMUG00000001690	CNN3	ENSMUSG00000053931	ortholog_one2one
ENSMMUG00000062408			
ENSMMUG00000006696	CCDC146	ENSMUSG00000064280	ortholog_one2one
ENSMMUG00000050730	CHIC2	ENSMUSG00000029229	ortholog_one2many
ENSMMUG00000054333	snoU13		
ENSMMUG00000054370	Metazoa_SRP		
ENSMMUG00000010852	ACTL8		
ENSMMUG00000053881			
ENSMMUG00000023657	CLDN12	ENSMUSG00000046798	ortholog_one2one
ENSMMUG00000019098	LRIG2	ENSMUSG00000032913	ortholog_one2one
ENSMMUG00000016014	LIN9	ENSMUSG00000058729	ortholog_one2one
ENSMMUG00000057349			
ENSMMUG00000014540	APEH	ENSMUSG00000032590	ortholog_one2one
ENSMMUG00000046720	Metazoa_SRP	ENSMUSG00000092746	ortholog_one2one
ENSMMUG00000064238			
ENSMMUG00000063778	SSC4D	ENSMUSG00000029699	ortholog_one2one
ENSMMUG00000064386			
ENSMMUG00000056921			
ENSMMUG00000026795	Y_RNA		
ENSMMUG00000059490			
ENSMMUG00000063292	Metazoa_SRP		
ENSMMUG00000023656	GTPBP10	ENSMUSG00000040464	ortholog_one2one
ENSMMUG00000064107			
ENSMMUG00000020692	RAB33B	ENSMUSG00000027739	ortholog_one2one
ENSMMUG00000057068	snoU13		
ENSMMUG00000005340	FBXO9	ENSMUSG00000001366	ortholog_one2one
ENSMMUG00000061581			
ENSMMUG00000057992	snoU13		
ENSMMUG00000058269	YWHAG	ENSMUSG00000051391	ortholog_one2one
ENSMMUG00000050685			
ENSMMUG00000003128	LIMK1	ENSMUSG00000029674	ortholog_one2one
ENSMMUG00000030042			
ENSMMUG00000055568	FGL2	ENSMUSG00000039899	ortholog_one2one
ENSMMUG00000040388	MIR4282		
ENSMMUG00000051032	PRSS2	ENSMUSG00000071521	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000071519	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000071517	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000058119	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000054106	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000036938	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000062751	ortholog_many2many
ENSMMUG00000051032	PRSS2	ENSMUSG00000057163	ortholog_many2many
ENSMMUG00000017041	ANKMY2	ENSMUSG00000036188	ortholog_one2one
ENSMMUG00000056744	HSPB1	ENSMUSG00000004951	ortholog_one2one
ENSMMUG00000062116			
ENSMMUG00000057113	MST1	ENSMUSG00000032591	ortholog_one2one
ENSMMUG00000004491	SENP6	ENSMUSG00000034252	ortholog_one2one
ENSMMUG00000022417	RAP1GDS1	ENSMUSG00000028149	ortholog_one2one
ENSMMUG00000063355			
ENSMMUG00000059620	Metazoa_SRP		
ENSMMUG00000023654	CFAP69	ENSMUSG00000040473	ortholog_one2one
ENSMMUG00000037761	FAM185A	ENSMUSG00000047221	ortholog_one2one
ENSMMUG00000017401	LNX1	ENSMUSG00000029228	ortholog_one2one
ENSMMUG00000001562	KLHL7	ENSMUSG00000028986	ortholog_one2one
ENSMMUG00000052682			
ENSMMUG00000001841	SETD7	ENSMUSG00000037111	ortholog_one2one
ENSMMUG00000057211	Metazoa_SRP		
ENSMMUG00000059019		ENSMUSG00000076490	ortholog_many2many
ENSMMUG00000059019		ENSMUSG00000076498	ortholog_many2many
ENSMMUG00000064630			
ENSMMUG00000053344	SPSB4	ENSMUSG00000046997	ortholog_one2one
ENSMMUG00000058459			
ENSMMUG00000055032			
ENSMMUG00000046728	SRRM3	ENSMUSG00000039860	ortholog_one2one
ENSMMUG00000006171	SLC16A1	ENSMUSG00000032902	ortholog_one2one
ENSMMUG00000010706	TMEM44	ENSMUSG00000022537	ortholog_one2one
ENSMMUG00000011761	MINDY4	ENSMUSG00000038022	ortholog_one2one
ENSMMUG00000058127	Metazoa_SRP		
ENSMMUG00000022695	ADAM22	ENSMUSG00000040537	ortholog_one2one
ENSMMUG00000060916	Metazoa_SRP		
ENSMMUG00000002836	CCDC71	ENSMUSG00000049305	ortholog_one2one
ENSMMUG00000014564	RNF123	ENSMUSG00000041528	ortholog_one2one
ENSMMUG00000062345	Metazoa_SRP		
ENSMMUG00000021820	PARP1	ENSMUSG00000026496	ortholog_one2one
ENSMMUG00000056912	FAM237B	ENSMUSG00000073234	ortholog_one2one
ENSMMUG00000049759	U2		
ENSMMUG00000001686	SLC44A3	ENSMUSG00000039865	ortholog_one2one
ENSMMUG00000009033	FSTL5	ENSMUSG00000034098	ortholog_one2one
ENSMMUG00000007273	DNM3	ENSMUSG00000040265	ortholog_one2one
ENSMMUG00000051073			
ENSMMUG00000023653	STEAP2	ENSMUSG00000015653	ortholog_one2one
ENSMMUG00000006205	EIF4H	ENSMUSG00000040731	ortholog_one2one
ENSMMUG00000052360	Metazoa_SRP		
ENSMMUG00000043482	LRRC72		
ENSMMUG00000009917	MDH2	ENSMUSG00000019179	ortholog_one2one
ENSMMUG00000002833	KLHDC8B	ENSMUSG00000032609	ortholog_one2one
ENSMMUG00000057278			
ENSMMUG00000058665	TAFA3	ENSMUSG00000055865	ortholog_one2one
ENSMMUG00000011702	TSPAN5	ENSMUSG00000028152	ortholog_one2one
ENSMMUG00000011602		ENSMUSG00000015652	ortholog_one2one
ENSMMUG00000010849	ARHGEF10L	ENSMUSG00000040964	ortholog_one2one
ENSMMUG00000012427	FBXL13	ENSMUSG00000048520	ortholog_one2one
ENSMMUG00000016817	SOSTDC1	ENSMUSG00000036169	ortholog_one2one
ENSMMUG00000064085	INMT	ENSMUSG00000003477	ortholog_one2one
ENSMMUG00000058690			
ENSMMUG00000027207	mml-mir-590		
ENSMMUG00000053221			
ENSMMUG00000028411	U6		
ENSMMUG00000049975			
ENSMMUG00000059928			
ENSMMUG00000036741	U6		
ENSMMUG00000061874	Y_RNA		
ENSMMUG00000042537	Metazoa_SRP		
ENSMMUG00000007767	PPM1J	ENSMUSG00000002228	ortholog_one2one
ENSMMUG00000051969	Metazoa_SRP		
ENSMMUG00000012432	LRRC17	ENSMUSG00000039883	ortholog_one2one
ENSMMUG00000056548	F3	ENSMUSG00000028128	ortholog_one2one
ENSMMUG00000062510			
ENSMMUG00000046787	C2H3orf84	ENSMUSG00000050641	ortholog_one2one
ENSMMUG00000011758	CRHR2	ENSMUSG00000003476	ortholog_one2one
ENSMMUG00000044930	Metazoa_SRP		
ENSMMUG00000015685	ZNF804B	ENSMUSG00000092094	ortholog_one2one
ENSMMUG00000060755			
ENSMMUG00000059550	Metazoa_SRP		
ENSMMUG00000037624	CRPPA	ENSMUSG00000043153	ortholog_one2one
ENSMMUG00000036736	Y_RNA		
ENSMMUG00000051438			
ENSMMUG00000055818	Metazoa_SRP		
ENSMMUG00000003840	LAT2	ENSMUSG00000040751	ortholog_one2one
ENSMMUG00000064731			
ENSMMUG00000053698			
ENSMMUG00000062159		ENSMUSG00000041697	ortholog_one2many
ENSMMUG00000019697	PXYLP1	ENSMUSG00000043587	ortholog_one2one
ENSMMUG00000054290			
ENSMMUG00000008640	STUM	ENSMUSG00000053963	ortholog_one2one
ENSMMUG00000063972			
ENSMMUG00000061998			
ENSMMUG00000010336	DOP1B	ENSMUSG00000022946	ortholog_one2one
ENSMMUG00000003850	COL11A2	ENSMUSG00000024330	ortholog_one2one
ENSMMUG00000053526	IHO1	ENSMUSG00000047220	ortholog_one2one
ENSMMUG00000021999	MGST2	ENSMUSG00000074604	ortholog_one2one
ENSMMUG00000020088	STYXL1	ENSMUSG00000019178	ortholog_one2one
ENSMMUG00000012435	ARMC10	ENSMUSG00000038525	ortholog_one2one
ENSMMUG00000012032	ATP13A3	ENSMUSG00000022533	ortholog_one2one
ENSMMUG00000017393	SCFD2	ENSMUSG00000062110	ortholog_one2one
ENSMMUG00000026747	U1	ENSMUSG00000065708	ortholog_one2many
ENSMMUG00000005344	CILK1	ENSMUSG00000009828	ortholog_one2one
ENSMMUG00000059035	Metazoa_SRP		
ENSMMUG00000056317			
ENSMMUG00000014582	AMIGO3	ENSMUSG00000032593	ortholog_one2one
ENSMMUG00000033542	SNORA77	ENSMUSG00000080364	ortholog_one2many
ENSMMUG00000052063			
ENSMMUG00000000223	HTR1E		
ENSMMUG00000011066	EIF4E	ENSMUSG00000028156	ortholog_one2one
ENSMMUG00000021998	MAML3	ENSMUSG00000061143	ortholog_one2one
ENSMMUG00000014013	ABCD3	ENSMUSG00000028127	ortholog_one2one
ENSMMUG00000059489	MOV10	ENSMUSG00000002227	ortholog_one2one
ENSMMUG00000053665	Metazoa_SRP		
ENSMMUG00000056543	Metazoa_SRP		
ENSMMUG00000009564	NMD3	ENSMUSG00000027787	ortholog_one2one
ENSMMUG00000025266	Y_RNA		
ENSMMUG00000004236	NAPEPLD	ENSMUSG00000044968	ortholog_one2one
ENSMMUG00000004719	GARS1	ENSMUSG00000029777	ortholog_one2one
ENSMMUG00000060707			
ENSMMUG00000003843	RFC2	ENSMUSG00000023104	ortholog_one2one
ENSMMUG00000014584	GMPPB	ENSMUSG00000070284	ortholog_one2one
ENSMMUG00000060639	Metazoa_SRP		
ENSMMUG00000054133	LAX1	ENSMUSG00000051998	ortholog_one2one
ENSMMUG00000000517	HYCC1	ENSMUSG00000028995	ortholog_one2one
ENSMMUG00000037700	U7		
ENSMMUG00000054013	Metazoa_SRP		
ENSMMUG00000051329			
ENSMMUG00000051461	U6		
ENSMMUG00000051830	snoU13		
ENSMMUG00000058683			
ENSMMUG00000055932			
ENSMMUG00000056698			
ENSMMUG00000062329			
ENSMMUG00000049109			
ENSMMUG00000031526	ZBTB38	ENSMUSG00000040433	ortholog_one2one
ENSMMUG00000052650			
ENSMMUG00000054853			
ENSMMUG00000051388			
ENSMMUG00000011062	METAP1	ENSMUSG00000005813	ortholog_one2one
ENSMMUG00000063075			
ENSMMUG00000017114	PLEKHA6	ENSMUSG00000041757	ortholog_one2one
ENSMMUG00000052882	RASL11B	ENSMUSG00000049907	ortholog_one2one
ENSMMUG00000062962	MEOX2	ENSMUSG00000036144	ortholog_one2one
ENSMMUG00000058208			
ENSMMUG00000034845	U4		
ENSMMUG00000057887			
ENSMMUG00000057297			
ENSMMUG00000048526	CLIP2	ENSMUSG00000063146	ortholog_one2one
ENSMMUG00000003429	PMPCB	ENSMUSG00000029017	ortholog_one2one
ENSMMUG00000001824	FRG1	ENSMUSG00000031590	ortholog_one2one
ENSMMUG00000061649	ITPKB	ENSMUSG00000038855	ortholog_one2one
ENSMMUG00000014899	GSTA4		
ENSMMUG00000060878			
ENSMMUG00000056270			
ENSMMUG00000014589	IP6K1	ENSMUSG00000032594	ortholog_one2one
ENSMMUG00000053372			
ENSMMUG00000021762	TLR3	ENSMUSG00000031639	ortholog_one2one
ENSMMUG00000049829	Y_RNA		
ENSMMUG00000012550	GGCT	ENSMUSG00000002797	ortholog_one2one
ENSMMUG00000004975	AGMO	ENSMUSG00000050103	ortholog_one2one
ENSMMUG00000059074			
ENSMMUG00000053045		ENSMUSG00000063253	ortholog_one2one
ENSMMUG00000049861	Y_RNA		
ENSMMUG00000000822	USP4	ENSMUSG00000032612	ortholog_one2one
ENSMMUG00000033837	SNORD93	ENSMUSG00000118905	ortholog_one2many
ENSMMUG00000033837	SNORD93	ENSMUSG00000118744	ortholog_one2many
ENSMMUG00000032849	SNORA26		
ENSMMUG00000009418	RASA2	ENSMUSG00000032413	ortholog_one2one
ENSMMUG00000031794			
ENSMMUG00000007951	ERVMER34-1		
ENSMMUG00000065311	TOMM7		
ENSMMUG00000056530	Metazoa_SRP		
ENSMMUG00000035487	Y_RNA		
ENSMMUG00000003552	ADH5	ENSMUSG00000028138	ortholog_one2one
ENSMMUG00000020979	INKA1	ENSMUSG00000042106	ortholog_one2one
ENSMMUG00000003430	DNAJC2	ENSMUSG00000029014	ortholog_one2one
ENSMMUG00000061235	Metazoa_SRP		
ENSMMUG00000012547	NOD1	ENSMUSG00000038058	ortholog_one2one
ENSMMUG00000055376			
ENSMMUG00000018085	SLC37A1	ENSMUSG00000024036	ortholog_one2many
ENSMMUG00000027662	Y_RNA		
ENSMMUG00000049531	Metazoa_SRP		
ENSMMUG00000057136	Metazoa_SRP		
ENSMMUG00000055577	snoU13		
ENSMMUG00000036161	U6		
ENSMMUG00000032928	SNORA26		
ENSMMUG00000055441			
ENSMMUG00000039124	U6atac		
ENSMMUG00000011059	ADH4	ENSMUSG00000037797	ortholog_one2one
ENSMMUG00000056091			
ENSMMUG00000057409	U6		
ENSMMUG00000036622	U6		
ENSMMUG00000053915			
