Gene stable ID	RefSeq mRNA predicted ID
ENSBTAG00000011562	XM_059882144
ENSBTAG00000008409	XM_010811929
ENSBTAG00000078916	
ENSBTAG00000057122	
ENSBTAG00000077884	
ENSBTAG00000011352	XM_002687545
ENSBTAG00000011352	XM_010805230
ENSBTAG00000011352	XM_024992489
ENSBTAG00000011352	XM_010805227
ENSBTAG00000011352	XM_059886949
ENSBTAG00000011352	XM_010805228
ENSBTAG00000073759	XM_005201887
ENSBTAG00000058499	
ENSBTAG00000015198	XM_024996274
ENSBTAG00000015198	
ENSBTAG00000015198	XM_024996282
ENSBTAG00000015198	XM_024996264
ENSBTAG00000015198	XM_024996268
ENSBTAG00000015198	XM_024996266
ENSBTAG00000061291	
ENSBTAG00000063394	
ENSBTAG00000003800	XM_059882136
ENSBTAG00000003800	XM_059882135
ENSBTAG00000003800	XM_010820183
ENSBTAG00000003800	XM_059882134
ENSBTAG00000003800	
ENSBTAG00000003800	XM_059882140
ENSBTAG00000003800	XM_059882139
ENSBTAG00000003800	XM_059882138
ENSBTAG00000003800	XM_059882143
ENSBTAG00000003800	XM_059882142
ENSBTAG00000003800	XM_024986130
ENSBTAG00000003800	XM_059882137
ENSBTAG00000003800	XM_059882141
ENSBTAG00000023218	
ENSBTAG00000071411	
ENSBTAG00000019519	
ENSBTAG00000077243	
ENSBTAG00000017465	
ENSBTAG00000017780	
ENSBTAG00000075871	
ENSBTAG00000014589	
ENSBTAG00000014589	XM_005201865
ENSBTAG00000066443	
ENSBTAG00000056307	
ENSBTAG00000062877	
ENSBTAG00000002448	
ENSBTAG00000002448	XM_002692659
ENSBTAG00000057016	
ENSBTAG00000000750	XM_003585699
ENSBTAG00000063569	
ENSBTAG00000059421	
ENSBTAG00000073197	
ENSBTAG00000073912	
ENSBTAG00000077089	
ENSBTAG00000023416	XM_005201922
ENSBTAG00000023416	XM_059889121
ENSBTAG00000023416	XM_059889116
ENSBTAG00000023416	XM_024996309
ENSBTAG00000023416	XM_024996316
ENSBTAG00000023416	
ENSBTAG00000065860	
ENSBTAG00000058724	
ENSBTAG00000066519	
ENSBTAG00000061378	
ENSBTAG00000051936	
ENSBTAG00000070130	
ENSBTAG00000055363	
ENSBTAG00000064309	
ENSBTAG00000062416	
ENSBTAG00000067491	
ENSBTAG00000022114	
ENSBTAG00000022114	XM_025001731
ENSBTAG00000022114	XM_059893345
ENSBTAG00000017401	
ENSBTAG00000017401	XM_010805192
ENSBTAG00000017401	XM_005206636
ENSBTAG00000020028	
ENSBTAG00000064116	
ENSBTAG00000069695	
ENSBTAG00000013537	
ENSBTAG00000013537	XM_002692627
ENSBTAG00000065344	
ENSBTAG00000067963	
ENSBTAG00000026962	XM_059886556
ENSBTAG00000026962	XM_059886553
ENSBTAG00000026962	XM_059886552
ENSBTAG00000026962	XM_059886555
ENSBTAG00000026962	XM_059886554
ENSBTAG00000074882	
ENSBTAG00000068690	
ENSBTAG00000015377	
ENSBTAG00000009916	
ENSBTAG00000009916	XM_005215357
ENSBTAG00000018861	XM_002687653
ENSBTAG00000018861	
ENSBTAG00000073204	
ENSBTAG00000013486	
ENSBTAG00000002002	
ENSBTAG00000075569	
ENSBTAG00000011892	
ENSBTAG00000011892	XM_005206653
ENSBTAG00000015334	
ENSBTAG00000015334	XM_025001799
ENSBTAG00000073700	
ENSBTAG00000015056	XM_010801561
ENSBTAG00000015056	XM_010801560
ENSBTAG00000057158	
ENSBTAG00000015319	
ENSBTAG00000005877	XM_002692631
ENSBTAG00000073022	
ENSBTAG00000014843	
ENSBTAG00000004753	XM_010805163
ENSBTAG00000004753	
ENSBTAG00000017019	XM_010811951
ENSBTAG00000017019	
ENSBTAG00000007175	
ENSBTAG00000011857	
ENSBTAG00000011857	XM_059886720
ENSBTAG00000011857	XM_059886719
ENSBTAG00000069604	
ENSBTAG00000043478	
ENSBTAG00000077777	
ENSBTAG00000048201	
ENSBTAG00000043059	
ENSBTAG00000045377	
ENSBTAG00000044790	
ENSBTAG00000047947	
ENSBTAG00000045486	
ENSBTAG00000043348	
ENSBTAG00000042843	
ENSBTAG00000017021	
ENSBTAG00000017021	XM_025001443
ENSBTAG00000047608	XM_059885051
ENSBTAG00000047608	
ENSBTAG00000077795	
ENSBTAG00000011068	XM_059886950
ENSBTAG00000011068	XM_024992490
ENSBTAG00000011068	
ENSBTAG00000011068	XM_010805233
ENSBTAG00000011068	XM_002687551
ENSBTAG00000011068	XM_003586085
ENSBTAG00000074152	
ENSBTAG00000053723	
ENSBTAG00000015105	XM_010804258
ENSBTAG00000015105	
ENSBTAG00000015105	XM_015469395
ENSBTAG00000038794	XM_002689911
ENSBTAG00000038794	XM_024996310
ENSBTAG00000007933	XM_059876203
ENSBTAG00000031178	XM_059885432
ENSBTAG00000070679	
ENSBTAG00000017541	
ENSBTAG00000011584	XM_005201895
ENSBTAG00000021156	
ENSBTAG00000021156	XM_010811949
ENSBTAG00000021156	XM_059893184
ENSBTAG00000021156	XM_005215358
ENSBTAG00000021156	XM_059893183
ENSBTAG00000021156	XM_005215359
ENSBTAG00000021156	XM_025001497
ENSBTAG00000049227	
ENSBTAG00000058707	
ENSBTAG00000009154	XM_059888926
ENSBTAG00000009154	XM_002685036
ENSBTAG00000009154	XM_005201897
ENSBTAG00000009154	XM_005201898
ENSBTAG00000009154	XM_024996014
ENSBTAG00000073891	
ENSBTAG00000050471	
ENSBTAG00000052012	XM_024988970
ENSBTAG00000078336	
ENSBTAG00000024874	
ENSBTAG00000070955	
ENSBTAG00000032650	
ENSBTAG00000077428	
ENSBTAG00000053935	XM_059884428
ENSBTAG00000049535	
ENSBTAG00000073965	XM_024989055
ENSBTAG00000053117	XM_024989136
ENSBTAG00000078172	
ENSBTAG00000051911	
ENSBTAG00000050530	
ENSBTAG00000070110	
ENSBTAG00000068326	XM_024989080
ENSBTAG00000075489	
ENSBTAG00000046595	
ENSBTAG00000071304	
ENSBTAG00000059510	
ENSBTAG00000072907	
ENSBTAG00000053855	
ENSBTAG00000078470	
ENSBTAG00000024668	
ENSBTAG00000071311	
ENSBTAG00000076783	
ENSBTAG00000023970	
ENSBTAG00000077370	
ENSBTAG00000075263	
ENSBTAG00000054888	
ENSBTAG00000073376	
ENSBTAG00000005785	
ENSBTAG00000005785	XM_059885881
ENSBTAG00000005785	XM_002686820
ENSBTAG00000005785	XM_010804278
ENSBTAG00000074177	XM_024989031
ENSBTAG00000073442	
ENSBTAG00000061094	XM_024989092
ENSBTAG00000061094	XM_059884455
ENSBTAG00000071886	
ENSBTAG00000076570	
ENSBTAG00000024490	
ENSBTAG00000020693	
ENSBTAG00000020693	XM_025001438
ENSBTAG00000006911	XM_024992480
ENSBTAG00000006911	XM_059886934
ENSBTAG00000006911	XM_002687393
ENSBTAG00000006911	XM_005206473
ENSBTAG00000011116	
ENSBTAG00000078858	
ENSBTAG00000073987	
ENSBTAG00000066364	
ENSBTAG00000055259	
ENSBTAG00000072935	
ENSBTAG00000073526	
ENSBTAG00000077227	
ENSBTAG00000075545	
ENSBTAG00000048950	
ENSBTAG00000073302	
ENSBTAG00000075122	
ENSBTAG00000076887	
ENSBTAG00000016026	
ENSBTAG00000076210	
ENSBTAG00000079137	
ENSBTAG00000072728	
ENSBTAG00000078637	
ENSBTAG00000058131	
ENSBTAG00000072558	
ENSBTAG00000073612	
ENSBTAG00000074879	
ENSBTAG00000070482	XM_024989023
ENSBTAG00000026309	
ENSBTAG00000026309	XM_059893207
ENSBTAG00000026309	XM_010811955
ENSBTAG00000026309	XM_005215362
ENSBTAG00000008967	
ENSBTAG00000008967	XM_024991401
ENSBTAG00000008967	XM_005206449
ENSBTAG00000008967	XM_059886136
ENSBTAG00000008967	XM_010805084
ENSBTAG00000013768	
ENSBTAG00000049995	
ENSBTAG00000002232	
ENSBTAG00000002232	XM_005201847
ENSBTAG00000002232	XM_005201848
ENSBTAG00000002232	XM_005201850
ENSBTAG00000002232	XM_005201845
ENSBTAG00000002232	XM_005201846
ENSBTAG00000002232	XM_005201849
ENSBTAG00000023179	
ENSBTAG00000010813	
ENSBTAG00000005498	XM_025001598
ENSBTAG00000005498	
ENSBTAG00000005650	XM_024990910
ENSBTAG00000005650	
ENSBTAG00000009072	
ENSBTAG00000009072	XM_010811969
ENSBTAG00000009072	XM_010811970
ENSBTAG00000009072	XM_059874295
ENSBTAG00000009072	XM_059874297
ENSBTAG00000009072	XM_059874292
ENSBTAG00000009072	XM_010811971
ENSBTAG00000009072	XM_059874294
ENSBTAG00000009072	XM_059874296
ENSBTAG00000009072	XM_059874293
ENSBTAG00000009072	XM_059874298
ENSBTAG00000048461	XM_024988944
ENSBTAG00000023429	XM_059886715
ENSBTAG00000023429	XM_010801556
ENSBTAG00000023429	
ENSBTAG00000058207	
ENSBTAG00000053363	
ENSBTAG00000072524	
ENSBTAG00000020914	XM_010805075
ENSBTAG00000020914	
ENSBTAG00000020914	XM_010805078
ENSBTAG00000020914	XM_024991935
ENSBTAG00000049437	XM_024990834
ENSBTAG00000016754	XM_002692637
ENSBTAG00000005726	
ENSBTAG00000005726	XM_024990559
ENSBTAG00000005726	XM_005205524
ENSBTAG00000005726	XM_005205521
ENSBTAG00000016194	
ENSBTAG00000011529	XM_059888935
ENSBTAG00000011529	XM_002685057
ENSBTAG00000011529	
ENSBTAG00000009394	
ENSBTAG00000009394	XM_059893244
ENSBTAG00000009394	XM_059893243
ENSBTAG00000009394	XM_010811957
ENSBTAG00000009394	XM_010811959
ENSBTAG00000009394	XM_010811958
ENSBTAG00000009394	XM_005215369
ENSBTAG00000019738	
ENSBTAG00000019738	XM_024992481
ENSBTAG00000019738	XM_059886935
ENSBTAG00000019738	XM_010805108
ENSBTAG00000004136	
ENSBTAG00000010275	XM_059874413
ENSBTAG00000010275	
ENSBTAG00000010275	XM_002692622
ENSBTAG00000020247	
ENSBTAG00000020247	XM_010804296
ENSBTAG00000020247	XM_010804297
ENSBTAG00000020247	XM_010804298
ENSBTAG00000011524	XM_059886175
ENSBTAG00000011524	XM_010801553
ENSBTAG00000011524	XM_059886157
ENSBTAG00000011524	XM_005201893
ENSBTAG00000011524	XM_010801554
ENSBTAG00000011524	
ENSBTAG00000015311	XM_024991942
ENSBTAG00000015311	XM_010805080
ENSBTAG00000015311	
ENSBTAG00000015311	XM_010805079
ENSBTAG00000015311	XM_059886567
ENSBTAG00000076211	
ENSBTAG00000020407	XM_059893261
ENSBTAG00000020407	XM_005215374
ENSBTAG00000020407	XM_059893260
ENSBTAG00000020407	XM_059893263
ENSBTAG00000020407	XM_025001584
ENSBTAG00000020407	XM_059893262
ENSBTAG00000020407	XM_005215373
ENSBTAG00000020407	XM_059893264
ENSBTAG00000020407	XM_059893259
ENSBTAG00000020407	XM_005215372
ENSBTAG00000020407	XM_025001583
ENSBTAG00000020405	
ENSBTAG00000020405	XM_005215352
ENSBTAG00000020405	XM_005215351
ENSBTAG00000019447	
ENSBTAG00000019445	
ENSBTAG00000019445	XM_059885895
ENSBTAG00000019445	XM_059885893
ENSBTAG00000019445	XM_024991098
ENSBTAG00000019445	XM_059885894
ENSBTAG00000018138	
ENSBTAG00000018138	XM_024992195
ENSBTAG00000018138	XM_024992199
ENSBTAG00000033446	
ENSBTAG00000033446	XM_015474416
ENSBTAG00000033446	XM_059893165
ENSBTAG00000033446	XM_005215355
ENSBTAG00000015296	
ENSBTAG00000015296	XM_005206432
ENSBTAG00000074773	XM_059885515
ENSBTAG00000074773	XM_059885514
ENSBTAG00000001822	
ENSBTAG00000001822	XM_059885485
ENSBTAG00000001822	XM_059885484
ENSBTAG00000001822	XM_005205529
ENSBTAG00000001822	XM_005205531
ENSBTAG00000001822	XM_024990567
ENSBTAG00000001822	XM_005205528
ENSBTAG00000047599	XM_059885405
ENSBTAG00000047599	XM_010804293
ENSBTAG00000047599	XM_059885404
ENSBTAG00000047599	XM_010804289
ENSBTAG00000047599	XM_059885402
ENSBTAG00000006222	
ENSBTAG00000006222	XM_024998313
ENSBTAG00000006222	XM_005201855
ENSBTAG00000006222	XM_059891869
ENSBTAG00000006222	XM_005201860
ENSBTAG00000006222	XM_005201857
ENSBTAG00000006222	XM_024998247
ENSBTAG00000006222	XM_024998189
ENSBTAG00000006222	XM_059891753
ENSBTAG00000006222	XM_015473180
ENSBTAG00000006222	XM_005201852
ENSBTAG00000006222	XM_005201851
ENSBTAG00000006222	XM_024998384
ENSBTAG00000020399	
ENSBTAG00000005025	
ENSBTAG00000005025	XM_002692628
ENSBTAG00000005025	XM_005215397
ENSBTAG00000005025	XM_025002018
ENSBTAG00000009218	
ENSBTAG00000009218	XM_059885871
ENSBTAG00000009218	XM_059885873
ENSBTAG00000009218	XM_024991077
ENSBTAG00000009218	XM_024991072
ENSBTAG00000009218	XM_024991073
ENSBTAG00000009218	XM_015469486
ENSBTAG00000009218	XM_024991076
ENSBTAG00000009218	XM_024991075
ENSBTAG00000009218	XM_024991074
ENSBTAG00000009218	XM_059885872
ENSBTAG00000026172	XM_005215378
ENSBTAG00000026172	XM_005215376
ENSBTAG00000046307	
ENSBTAG00000003749	
ENSBTAG00000003749	XM_059886447
ENSBTAG00000044106	
ENSBTAG00000044106	XM_025001815
ENSBTAG00000044106	XM_025001816
ENSBTAG00000044106	XM_025001813
ENSBTAG00000003748	XM_024991917
ENSBTAG00000003748	XM_059886541
ENSBTAG00000003748	XM_024991921
ENSBTAG00000003748	
ENSBTAG00000003748	XM_059886542
ENSBTAG00000003748	XM_024991916
ENSBTAG00000003748	XM_024991919
ENSBTAG00000002011	
ENSBTAG00000002011	XM_059885880
ENSBTAG00000002011	XM_059885876
ENSBTAG00000002011	XM_059885875
ENSBTAG00000002011	XM_059885879
ENSBTAG00000002011	XM_059885878
ENSBTAG00000002011	XM_059885877
ENSBTAG00000002011	XM_003585969
ENSBTAG00000002011	XM_005205481
ENSBTAG00000002011	XM_059885874
ENSBTAG00000077655	
ENSBTAG00000015407	XM_059886224
ENSBTAG00000070917	
ENSBTAG00000078243	
ENSBTAG00000052655	XM_024992302
ENSBTAG00000073937	
ENSBTAG00000074959	
ENSBTAG00000012529	
ENSBTAG00000061229	
ENSBTAG00000064234	
ENSBTAG00000079117	
ENSBTAG00000009390	XM_059885748
ENSBTAG00000009390	XM_059885749
ENSBTAG00000009390	
ENSBTAG00000009390	XM_024990905
ENSBTAG00000072368	
ENSBTAG00000063824	
ENSBTAG00000075435	
ENSBTAG00000026088	
ENSBTAG00000071970	
ENSBTAG00000074679	
ENSBTAG00000057573	
ENSBTAG00000014829	
ENSBTAG00000014829	XM_024992288
ENSBTAG00000058094	
ENSBTAG00000061935	
ENSBTAG00000077234	
ENSBTAG00000075861	
ENSBTAG00000078029	
ENSBTAG00000068933	
ENSBTAG00000060842	
ENSBTAG00000019024	
ENSBTAG00000055972	
ENSBTAG00000064061	
ENSBTAG00000062139	
ENSBTAG00000064678	
ENSBTAG00000069204	
ENSBTAG00000063336	
ENSBTAG00000019020	XM_059885661
ENSBTAG00000019020	XM_059885662
ENSBTAG00000019020	XM_059885660
ENSBTAG00000019020	XM_005205539
ENSBTAG00000019020	XM_005205540
ENSBTAG00000019020	XM_010804324
ENSBTAG00000019020	XM_024990777
ENSBTAG00000019020	XM_024990780
ENSBTAG00000057742	
ENSBTAG00000014140	XM_024990053
ENSBTAG00000014140	
ENSBTAG00000069266	
ENSBTAG00000068221	
ENSBTAG00000034206	
ENSBTAG00000034206	XM_010805952
ENSBTAG00000034206	XM_010805950
ENSBTAG00000034206	XM_010805951
ENSBTAG00000034206	XM_005207702
ENSBTAG00000076645	
ENSBTAG00000068402	
ENSBTAG00000031950	
ENSBTAG00000031950	XM_005206458
ENSBTAG00000031950	XM_024991887
ENSBTAG00000031950	XM_005206457
ENSBTAG00000031950	XM_024991889
ENSBTAG00000031950	XM_005206456
ENSBTAG00000059650	
ENSBTAG00000021886	
ENSBTAG00000063624	
ENSBTAG00000061408	
ENSBTAG00000040351	
ENSBTAG00000002185	XM_005201870
ENSBTAG00000002185	
ENSBTAG00000059207	
ENSBTAG00000021754	XM_002685847
ENSBTAG00000000745	
ENSBTAG00000010610	
ENSBTAG00000019065	XM_015469386
ENSBTAG00000019065	XM_024990619
ENSBTAG00000019065	XM_010804256
ENSBTAG00000019065	
ENSBTAG00000072020	
ENSBTAG00000015413	XM_059885216
ENSBTAG00000015413	XM_010801546
ENSBTAG00000015413	XM_059885212
ENSBTAG00000015413	XM_059885214
ENSBTAG00000015413	XM_005201878
ENSBTAG00000015413	XM_024990153
ENSBTAG00000015413	XM_024990161
ENSBTAG00000011944	
ENSBTAG00000014580	
ENSBTAG00000002931	
ENSBTAG00000002931	XM_015471051
ENSBTAG00000002931	XM_010805094
ENSBTAG00000002931	XM_010805088
ENSBTAG00000002931	XM_010805098
ENSBTAG00000002931	XM_010805097
ENSBTAG00000002931	XM_059886929
ENSBTAG00000065926	
ENSBTAG00000061543	
ENSBTAG00000068217	
ENSBTAG00000051547	
ENSBTAG00000058393	
ENSBTAG00000014381	
ENSBTAG00000014381	XM_005205492
ENSBTAG00000040061	
ENSBTAG00000040061	XM_005201905
ENSBTAG00000040061	XM_005201904
ENSBTAG00000040061	XM_005201906
ENSBTAG00000040061	XM_059888963
ENSBTAG00000040061	XM_015473406
ENSBTAG00000040061	XM_059888965
ENSBTAG00000040061	XM_059888944
ENSBTAG00000040061	XM_059888949
ENSBTAG00000040061	XM_059888961
ENSBTAG00000040061	XM_059888960
ENSBTAG00000040061	XM_059888941
ENSBTAG00000040061	XM_059888940
ENSBTAG00000040061	XM_015473415
ENSBTAG00000040061	XM_059888938
ENSBTAG00000040061	XM_059888952
ENSBTAG00000040061	XM_010801581
ENSBTAG00000066631	
ENSBTAG00000078618	
ENSBTAG00000019156	
ENSBTAG00000070751	
ENSBTAG00000000197	
ENSBTAG00000000197	XM_005207709
ENSBTAG00000000197	XM_005207710
ENSBTAG00000000197	XM_005207711
ENSBTAG00000065397	
ENSBTAG00000001036	
ENSBTAG00000001036	XM_059885530
ENSBTAG00000034159	
ENSBTAG00000034159	XM_005203562
ENSBTAG00000034159	XM_015461631
ENSBTAG00000034159	XM_005203558
ENSBTAG00000034159	XM_005203560
ENSBTAG00000074655	
ENSBTAG00000019155	XM_010805103
ENSBTAG00000019155	XM_059886930
ENSBTAG00000019155	XM_059886931
ENSBTAG00000019155	XM_059886932
ENSBTAG00000019155	XM_002687385
ENSBTAG00000019155	
ENSBTAG00000060831	
ENSBTAG00000001182	
ENSBTAG00000001182	XM_059885430
ENSBTAG00000002256	
ENSBTAG00000009115	XM_005201867
ENSBTAG00000019429	XM_024993424
ENSBTAG00000057406	
ENSBTAG00000050763	XM_024996099
ENSBTAG00000050763	
ENSBTAG00000050763	XM_024996069
ENSBTAG00000050763	XM_024996081
ENSBTAG00000050763	XM_024996076
ENSBTAG00000050763	XM_059888977
ENSBTAG00000050763	XM_059888973
ENSBTAG00000050763	XM_024996088
ENSBTAG00000050763	XM_059888972
ENSBTAG00000015729	
ENSBTAG00000067105	
ENSBTAG00000078407	
ENSBTAG00000038124	XM_010802781
ENSBTAG00000038124	XM_024989782
ENSBTAG00000038124	XM_010802782
ENSBTAG00000038124	XM_024989783
ENSBTAG00000038124	
ENSBTAG00000034189	
ENSBTAG00000018972	
ENSBTAG00000018972	XM_059885433
ENSBTAG00000018972	XM_059885431
ENSBTAG00000002096	XM_005203444
ENSBTAG00000026323	
ENSBTAG00000066222	
ENSBTAG00000060133	
ENSBTAG00000007256	XM_024992482
ENSBTAG00000039035	
ENSBTAG00000064534	
ENSBTAG00000015310	XM_015473196
ENSBTAG00000015310	XM_010801537
ENSBTAG00000000237	XM_005206710
ENSBTAG00000019157	
ENSBTAG00000013801	XM_005203439
ENSBTAG00000013801	XM_010802730
ENSBTAG00000013801	XM_059884811
ENSBTAG00000013801	XM_024989644
ENSBTAG00000013801	
ENSBTAG00000013801	XM_005203438
ENSBTAG00000073382	
ENSBTAG00000078216	
ENSBTAG00000075311	
ENSBTAG00000079156	
ENSBTAG00000072785	
ENSBTAG00000070676	
ENSBTAG00000009148	
ENSBTAG00000065404	
ENSBTAG00000018346	XM_024996122
ENSBTAG00000018346	XM_002685043
ENSBTAG00000066195	
ENSBTAG00000012025	
ENSBTAG00000008714	
ENSBTAG00000008714	XM_005201877
ENSBTAG00000067868	
ENSBTAG00000006986	XM_059887523
ENSBTAG00000073011	XM_024986124
ENSBTAG00000073011	XM_024986126
ENSBTAG00000055698	
ENSBTAG00000015856	XM_024987335
ENSBTAG00000015856	
ENSBTAG00000066312	
ENSBTAG00000006991	
ENSBTAG00000069595	
ENSBTAG00000056552	
ENSBTAG00000071168	
ENSBTAG00000045637	XM_005201908
ENSBTAG00000074366	
ENSBTAG00000067889	
ENSBTAG00000074590	
ENSBTAG00000031277	
ENSBTAG00000070865	
ENSBTAG00000059642	
ENSBTAG00000069020	
ENSBTAG00000066868	
ENSBTAG00000019535	
ENSBTAG00000065688	
ENSBTAG00000066002	
ENSBTAG00000070412	
ENSBTAG00000074044	
ENSBTAG00000046040	XM_002685069
ENSBTAG00000071019	
ENSBTAG00000066609	
ENSBTAG00000056466	
ENSBTAG00000065276	
ENSBTAG00000076233	
ENSBTAG00000015853	
ENSBTAG00000020919	
ENSBTAG00000067212	
ENSBTAG00000067065	
ENSBTAG00000015464	
ENSBTAG00000050177	
ENSBTAG00000078880	
ENSBTAG00000010597	
ENSBTAG00000019007	XM_059888936
ENSBTAG00000015297	XM_059887726
ENSBTAG00000015297	XM_059887724
ENSBTAG00000015297	XM_002688119
ENSBTAG00000015297	XM_010805953
ENSBTAG00000015297	XM_024993521
ENSBTAG00000015297	XM_059887725
ENSBTAG00000066064	
ENSBTAG00000052041	
ENSBTAG00000072151	
ENSBTAG00000042082	
ENSBTAG00000066641	
ENSBTAG00000066595	
ENSBTAG00000033835	
ENSBTAG00000054112	
ENSBTAG00000076901	
ENSBTAG00000076029	
ENSBTAG00000076286	
ENSBTAG00000070584	
ENSBTAG00000060665	
ENSBTAG00000005585	
ENSBTAG00000064220	
ENSBTAG00000075777	
ENSBTAG00000075654	
ENSBTAG00000073563	
ENSBTAG00000052318	
ENSBTAG00000078194	
ENSBTAG00000040512	
ENSBTAG00000078714	
ENSBTAG00000060060	
ENSBTAG00000059771	
ENSBTAG00000057038	
ENSBTAG00000068965	
ENSBTAG00000034139	
ENSBTAG00000055881	
ENSBTAG00000020398	
ENSBTAG00000009215	
ENSBTAG00000009215	XM_010802741
ENSBTAG00000009215	XM_059882105
ENSBTAG00000068799	
ENSBTAG00000061124	
ENSBTAG00000061233	
ENSBTAG00000068239	
ENSBTAG00000038235	
ENSBTAG00000038235	XM_005205509
ENSBTAG00000038235	XM_005205508
ENSBTAG00000038235	XM_010804308
ENSBTAG00000062954	
ENSBTAG00000068101	
ENSBTAG00000078002	
ENSBTAG00000058460	
ENSBTAG00000067484	
ENSBTAG00000078300	
ENSBTAG00000067936	
ENSBTAG00000069680	
ENSBTAG00000070458	
ENSBTAG00000061081	
ENSBTAG00000071223	
ENSBTAG00000076198	
ENSBTAG00000076386	
ENSBTAG00000075047	
ENSBTAG00000016007	
ENSBTAG00000073900	
ENSBTAG00000074860	
ENSBTAG00000078740	
ENSBTAG00000069061	
ENSBTAG00000074713	
ENSBTAG00000077899	
ENSBTAG00000063866	
ENSBTAG00000000260	XM_024990906
ENSBTAG00000078486	
ENSBTAG00000064533	
ENSBTAG00000068561	
ENSBTAG00000074395	
ENSBTAG00000072797	
ENSBTAG00000078830	
ENSBTAG00000064142	
ENSBTAG00000055866	
ENSBTAG00000002739	
ENSBTAG00000002739	XM_015469514
ENSBTAG00000002739	XM_059885887
ENSBTAG00000002739	XM_024991085
ENSBTAG00000002739	XM_024991084
ENSBTAG00000002739	XM_024991083
ENSBTAG00000002739	XM_024991087
ENSBTAG00000016004	
ENSBTAG00000009213	XM_059882455
ENSBTAG00000009213	
ENSBTAG00000055558	
ENSBTAG00000070779	
ENSBTAG00000064522	
ENSBTAG00000072767	
ENSBTAG00000079112	
ENSBTAG00000055519	
ENSBTAG00000061300	
ENSBTAG00000060684	
ENSBTAG00000058183	
ENSBTAG00000058654	
ENSBTAG00000067498	
ENSBTAG00000062131	
ENSBTAG00000067284	
ENSBTAG00000062334	
ENSBTAG00000057563	
ENSBTAG00000009673	
ENSBTAG00000009673	XM_059887439
ENSBTAG00000009673	XM_059887447
ENSBTAG00000009673	XM_059887442
ENSBTAG00000009673	XM_059887437
ENSBTAG00000009673	XM_059887435
ENSBTAG00000009673	XM_059887448
ENSBTAG00000009673	XM_059887434
ENSBTAG00000009673	XM_059887446
ENSBTAG00000009673	XM_059887441
ENSBTAG00000009673	XM_059887444
ENSBTAG00000009673	XM_059887438
ENSBTAG00000009673	XM_059887443
ENSBTAG00000009673	XM_059887436
ENSBTAG00000009673	XM_059887445
ENSBTAG00000009673	XM_059887440
ENSBTAG00000061314	
ENSBTAG00000060421	
ENSBTAG00000001608	
ENSBTAG00000009212	
ENSBTAG00000059324	
ENSBTAG00000012694	
ENSBTAG00000072940	
ENSBTAG00000067966	
ENSBTAG00000073098	
ENSBTAG00000073535	
ENSBTAG00000073354	
ENSBTAG00000001976	
ENSBTAG00000001976	XM_010804286
ENSBTAG00000001976	XM_002686828
ENSBTAG00000060431	
ENSBTAG00000027630	
ENSBTAG00000061138	
ENSBTAG00000074735	
ENSBTAG00000073269	
ENSBTAG00000048761	XM_059887358
ENSBTAG00000048761	XM_024993056
ENSBTAG00000048761	XM_059887357
ENSBTAG00000048761	XM_024993054
ENSBTAG00000048761	XM_024993053
ENSBTAG00000048761	XM_024993048
ENSBTAG00000048761	XM_059887354
ENSBTAG00000048761	XM_059887356
ENSBTAG00000048761	XM_059887355
ENSBTAG00000009254	XM_024991088
ENSBTAG00000024503	
ENSBTAG00000024503	XM_015461229
ENSBTAG00000078571	
ENSBTAG00000059060	
ENSBTAG00000076997	
ENSBTAG00000013210	
ENSBTAG00000019761	
ENSBTAG00000019761	XM_010805945
ENSBTAG00000021897	
ENSBTAG00000021897	XM_005203502
ENSBTAG00000021897	XM_059884365
ENSBTAG00000077205	
ENSBTAG00000058159	
ENSBTAG00000073162	
ENSBTAG00000053595	
ENSBTAG00000074045	
ENSBTAG00000021894	
ENSBTAG00000021894	XM_005203500
ENSBTAG00000021894	XM_059884346
ENSBTAG00000021894	XM_059884324
ENSBTAG00000021894	XM_059884332
ENSBTAG00000021894	XM_005203497
ENSBTAG00000021894	XM_005203496
ENSBTAG00000052952	
ENSBTAG00000075773	
ENSBTAG00000020270	
ENSBTAG00000071433	
ENSBTAG00000058977	
ENSBTAG00000070493	
ENSBTAG00000051362	
ENSBTAG00000051084	
ENSBTAG00000065411	
ENSBTAG00000051868	
ENSBTAG00000058026	
ENSBTAG00000048893	
ENSBTAG00000047051	
ENSBTAG00000056260	
ENSBTAG00000061563	
ENSBTAG00000048549	XM_024989143
ENSBTAG00000050683	
ENSBTAG00000055825	
ENSBTAG00000072906	
ENSBTAG00000032806	
ENSBTAG00000075239	
ENSBTAG00000046247	XM_015459301
ENSBTAG00000050515	
ENSBTAG00000077632	
ENSBTAG00000067114	XM_015461574
ENSBTAG00000054070	
ENSBTAG00000059189	
ENSBTAG00000059547	
ENSBTAG00000065036	
ENSBTAG00000073285	
ENSBTAG00000064499	
ENSBTAG00000064499	XM_003586603
ENSBTAG00000014735	XM_024991094
ENSBTAG00000075343	
ENSBTAG00000078408	
ENSBTAG00000078636	
ENSBTAG00000079012	
ENSBTAG00000063744	
ENSBTAG00000014738	XM_010804332
ENSBTAG00000074584	
ENSBTAG00000059484	
ENSBTAG00000065744	
ENSBTAG00000073693	
ENSBTAG00000055096	XM_024989103
ENSBTAG00000055096	
ENSBTAG00000055096	XM_024989102
