Gene stable ID	Gene name	Mouse gene stable ID	Mouse homology type
ENSOCUG00000036155			
ENSOCUG00000031340			
ENSOCUG00000028896	SNORA40	ENSMUSG00000088493	ortholog_one2one
ENSOCUG00000025579			
ENSOCUG00000015431	DOCK10	ENSMUSG00000038608	ortholog_one2one
ENSOCUG00000029355		ENSMUSG00000057836	ortholog_one2many
ENSOCUG00000029355		ENSMUSG00000079845	ortholog_one2many
ENSOCUG00000029355		ENSMUSG00000031362	ortholog_one2many
ENSOCUG00000029355		ENSMUSG00000073125	ortholog_one2many
ENSOCUG00000029355		ENSMUSG00000067768	ortholog_one2many
ENSOCUG00000029355		ENSMUSG00000058147	ortholog_one2many
ENSOCUG00000027373		ENSMUSG00000003824	ortholog_one2one
ENSOCUG00000000658	BMP3	ENSMUSG00000029335	ortholog_one2one
ENSOCUG00000039319		ENSMUSG00000029556	ortholog_one2one
ENSOCUG00000000163	PIGG	ENSMUSG00000029263	ortholog_one2one
ENSOCUG00000016929	APBB1	ENSMUSG00000037032	ortholog_one2one
ENSOCUG00000020938			
ENSOCUG00000016227	SVEP1	ENSMUSG00000028369	ortholog_one2one
ENSOCUG00000000166	LYRM7	ENSMUSG00000020268	ortholog_one2one
ENSOCUG00000028885	U6		
ENSOCUG00000016982	SH3BP4	ENSMUSG00000036206	ortholog_one2one
ENSOCUG00000014991		ENSMUSG00000040614	ortholog_many2many
ENSOCUG00000014991		ENSMUSG00000054102	ortholog_many2many
ENSOCUG00000014991		ENSMUSG00000060508	ortholog_many2many
ENSOCUG00000018235			
ENSOCUG00000033849			
ENSOCUG00000034973			
ENSOCUG00000002786	SMG9	ENSMUSG00000002210	ortholog_one2one
ENSOCUG00000037133			
ENSOCUG00000018510	MIR377	ENSMUSG00000065438	ortholog_one2one
ENSOCUG00000017069	CDK5RAP1	ENSMUSG00000027487	ortholog_one2one
ENSOCUG00000034208			
ENSOCUG00000015166		ENSMUSG00000045103	ortholog_one2one
ENSOCUG00000027283			
ENSOCUG00000037114			
ENSOCUG00000006168	KCNN4	ENSMUSG00000054342	ortholog_one2one
ENSOCUG00000023051		ENSMUSG00000040614	ortholog_many2many
ENSOCUG00000023051		ENSMUSG00000054102	ortholog_many2many
ENSOCUG00000023051		ENSMUSG00000060508	ortholog_many2many
ENSOCUG00000001178	FAM78B	ENSMUSG00000060568	ortholog_one2one
ENSOCUG00000000664	FRMD5	ENSMUSG00000027238	ortholog_one2one
ENSOCUG00000013105	PLCG2	ENSMUSG00000034330	ortholog_one2one
ENSOCUG00000003828	CERS3	ENSMUSG00000030510	ortholog_one2one
ENSOCUG00000016740	DPF3	ENSMUSG00000021221	ortholog_one2one
ENSOCUG00000029711			
ENSOCUG00000002845	IMP4	ENSMUSG00000026127	ortholog_one2one
ENSOCUG00000004466	WDR37	ENSMUSG00000021147	ortholog_one2one
ENSOCUG00000022976		ENSMUSG00000063015	ortholog_one2many
ENSOCUG00000033433			
ENSOCUG00000036352			
ENSOCUG00000027803	SH3GL3	ENSMUSG00000030638	ortholog_one2one
ENSOCUG00000029347	NRL	ENSMUSG00000040632	ortholog_one2one
ENSOCUG00000015227	ADAMTS17	ENSMUSG00000058145	ortholog_one2one
ENSOCUG00000029578			
ENSOCUG00000031853			
ENSOCUG00000024001	ORYCUNV1R1660		
ENSOCUG00000035754			
ENSOCUG00000033040			
ENSOCUG00000039049			
ENSOCUG00000033079			
ENSOCUG00000009399	CA4	ENSMUSG00000000805	ortholog_one2one
ENSOCUG00000006183	FUBP3	ENSMUSG00000026843	ortholog_one2one
ENSOCUG00000024722	LYSMD4	ENSMUSG00000043831	ortholog_one2one
ENSOCUG00000014634	ZNF45	ENSMUSG00000074282	ortholog_one2one
ENSOCUG00000001560	PPP2R5D	ENSMUSG00000059409	ortholog_one2one
ENSOCUG00000011322	KMT2C	ENSMUSG00000038056	ortholog_one2one
ENSOCUG00000017785	SENP3	ENSMUSG00000005204	ortholog_one2one
ENSOCUG00000030763			
ENSOCUG00000008742			
ENSOCUG00000025839	RDH5	ENSMUSG00000025350	ortholog_one2one
ENSOCUG00000028071	U2		
ENSOCUG00000033361			
ENSOCUG00000030063			
ENSOCUG00000036516			
ENSOCUG00000034410			
ENSOCUG00000034742		ENSMUSG00000071158	ortholog_one2many
ENSOCUG00000005673	C5	ENSMUSG00000026874	ortholog_one2one
ENSOCUG00000026172			
ENSOCUG00000013255	DNAJC7	ENSMUSG00000014195	ortholog_one2one
ENSOCUG00000007514	DNAJC5B	ENSMUSG00000027606	ortholog_one2one
ENSOCUG00000004181	ADARB2	ENSMUSG00000052551	ortholog_one2one
ENSOCUG00000027497	ZMYND11	ENSMUSG00000021156	ortholog_one2one
ENSOCUG00000032882			
ENSOCUG00000031267		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000005956	ALDH18A1	ENSMUSG00000025007	ortholog_one2one
ENSOCUG00000035795	U2	ENSMUSG00000089393	ortholog_one2many
ENSOCUG00000022362	LRRC8D	ENSMUSG00000046079	ortholog_one2one
ENSOCUG00000009733	HSF5	ENSMUSG00000070345	ortholog_one2one
ENSOCUG00000023395	FRMD8	ENSMUSG00000024816	ortholog_one2one
ENSOCUG00000031711			
ENSOCUG00000038313			
ENSOCUG00000003980	TMX1	ENSMUSG00000021072	ortholog_one2one
ENSOCUG00000015125		ENSMUSG00000005142	ortholog_one2many
ENSOCUG00000030354		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000011299	CHEK2	ENSMUSG00000029521	ortholog_one2one
ENSOCUG00000025273		ENSMUSG00000031886	ortholog_many2many
ENSOCUG00000025273		ENSMUSG00000031877	ortholog_many2many
ENSOCUG00000025273		ENSMUSG00000061825	ortholog_many2many
ENSOCUG00000025273		ENSMUSG00000062826	ortholog_many2many
ENSOCUG00000025273		ENSMUSG00000055730	ortholog_many2many
ENSOCUG00000025273		ENSMUSG00000050097	ortholog_many2many
ENSOCUG00000029778		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000024328			
ENSOCUG00000002672	ADAMTSL3	ENSMUSG00000070469	ortholog_one2one
ENSOCUG00000001921	KIAA0825	ENSMUSG00000071252	ortholog_one2one
ENSOCUG00000034552		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000022031		ENSMUSG00000035191	ortholog_one2one
ENSOCUG00000025070			
ENSOCUG00000008815	ZBTB26	ENSMUSG00000050714	ortholog_one2one
ENSOCUG00000021985	ARL14	ENSMUSG00000098207	ortholog_one2one
ENSOCUG00000007255	RANBP9	ENSMUSG00000038546	ortholog_one2one
ENSOCUG00000035690			
ENSOCUG00000022125	IL34	ENSMUSG00000031750	ortholog_one2one
ENSOCUG00000010966	MEF2A	ENSMUSG00000030557	ortholog_one2one
ENSOCUG00000014816	TYK2	ENSMUSG00000032175	ortholog_one2one
ENSOCUG00000022628		ENSMUSG00000022818	ortholog_one2one
ENSOCUG00000002134	EMP3	ENSMUSG00000040212	ortholog_one2one
ENSOCUG00000002836	PCK2	ENSMUSG00000040618	ortholog_one2one
ENSOCUG00000031078			
ENSOCUG00000002894	KIFBP	ENSMUSG00000036955	ortholog_one2one
ENSOCUG00000033323			
ENSOCUG00000038589			
ENSOCUG00000005090		ENSMUSG00000046957	ortholog_one2one
ENSOCUG00000018917	U6	ENSMUSG00000075958	ortholog_one2one
ENSOCUG00000036986	CFAP99	ENSMUSG00000109572	ortholog_one2one
ENSOCUG00000002650	NLRP11		
ENSOCUG00000033919	U2		
ENSOCUG00000033779			
ENSOCUG00000039135			
ENSOCUG00000010874	COL4A5	ENSMUSG00000031274	ortholog_one2one
ENSOCUG00000011383	FAM241A	ENSMUSG00000050549	ortholog_one2one
ENSOCUG00000029893			
ENSOCUG00000021266	AMZ1	ENSMUSG00000050022	ortholog_one2one
ENSOCUG00000004139	SF3B3	ENSMUSG00000033732	ortholog_one2one
ENSOCUG00000007767	SLC11A2	ENSMUSG00000023030	ortholog_one2one
ENSOCUG00000015173	ZC3H13	ENSMUSG00000022000	ortholog_one2one
ENSOCUG00000011729	BRINP3	ENSMUSG00000035131	ortholog_one2one
ENSOCUG00000016525		ENSMUSG00000034690	ortholog_one2many
ENSOCUG00000016525		ENSMUSG00000032999	ortholog_one2many
ENSOCUG00000016525		ENSMUSG00000045693	ortholog_one2many
ENSOCUG00000016525		ENSMUSG00000040601	ortholog_one2many
ENSOCUG00000016525		ENSMUSG00000034087	ortholog_one2many
ENSOCUG00000005668	TRAF1	ENSMUSG00000026875	ortholog_one2one
ENSOCUG00000027194	REG1A	ENSMUSG00000059654	ortholog_one2many
ENSOCUG00000027194	REG1A	ENSMUSG00000023140	ortholog_one2many
ENSOCUG00000034713			
ENSOCUG00000039389			
ENSOCUG00000011315	HSCB	ENSMUSG00000043510	ortholog_one2one
ENSOCUG00000007693			
ENSOCUG00000024732	TMEM143	ENSMUSG00000002781	ortholog_one2one
ENSOCUG00000012210	ZNF263	ENSMUSG00000022529	ortholog_one2one
ENSOCUG00000034072			
ENSOCUG00000002952		ENSMUSG00000019927	ortholog_one2many
ENSOCUG00000001475		ENSMUSG00000000149	ortholog_one2one
ENSOCUG00000031779			
ENSOCUG00000025737		ENSMUSG00000059473	ortholog_many2many
ENSOCUG00000025737		ENSMUSG00000044292	ortholog_many2many
ENSOCUG00000025737		ENSMUSG00000060254	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000031886	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000031877	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000061825	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000062826	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000055730	ortholog_many2many
ENSOCUG00000025241		ENSMUSG00000050097	ortholog_many2many
ENSOCUG00000011369			
ENSOCUG00000016891	NLRP8		
ENSOCUG00000038643			
ENSOCUG00000011238	SIK3	ENSMUSG00000034135	ortholog_one2one
ENSOCUG00000032503			
ENSOCUG00000011319	CCDC117	ENSMUSG00000020482	ortholog_one2one
ENSOCUG00000035821			
ENSOCUG00000037978			
ENSOCUG00000005511	SYMPK	ENSMUSG00000023118	ortholog_one2one
ENSOCUG00000035993			
ENSOCUG00000038164	U2		
ENSOCUG00000005757	NLRP5	ENSMUSG00000015721	ortholog_one2one
ENSOCUG00000035124		ENSMUSG00000076441	ortholog_one2many
ENSOCUG00000038702		ENSMUSG00000053914	ortholog_one2many
ENSOCUG00000006928			
ENSOCUG00000031718			
ENSOCUG00000024128		ENSMUSG00000031886	ortholog_many2many
ENSOCUG00000024128		ENSMUSG00000031877	ortholog_many2many
ENSOCUG00000024128		ENSMUSG00000061825	ortholog_many2many
ENSOCUG00000024128		ENSMUSG00000062826	ortholog_many2many
ENSOCUG00000024128		ENSMUSG00000055730	ortholog_many2many
ENSOCUG00000024128		ENSMUSG00000050097	ortholog_many2many
ENSOCUG00000034729			
ENSOCUG00000024933		ENSMUSG00000095612	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000076655	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000095571	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000094194	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000095285	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000103033	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000095429	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000095210	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000094951	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000076633	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000096108	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000094533	ortholog_many2many
ENSOCUG00000024933		ENSMUSG00000094134	ortholog_many2many
ENSOCUG00000017236	LRRC2	ENSMUSG00000032495	ortholog_one2one
ENSOCUG00000025495		ENSMUSG00000067610	ortholog_one2many
ENSOCUG00000025495		ENSMUSG00000043932	ortholog_one2many
ENSOCUG00000039675			
ENSOCUG00000035381		ENSMUSG00000053914	ortholog_one2many
ENSOCUG00000033876		ENSMUSG00000076441	ortholog_one2many
ENSOCUG00000019068	SNORA42	ENSMUSG00002075203	ortholog_one2one
ENSOCUG00000036972			
ENSOCUG00000012163	EFL1	ENSMUSG00000038563	ortholog_one2one
ENSOCUG00000012215	TRPV3	ENSMUSG00000043029	ortholog_one2one
ENSOCUG00000031517			
ENSOCUG00000026852	OR2C1	ENSMUSG00000059043	ortholog_one2one
ENSOCUG00000020071	SNORD111	ENSMUSG00000080396	ortholog_one2one
ENSOCUG00000004288	LIMD2	ENSMUSG00000040699	ortholog_one2one
ENSOCUG00000001477	FOXA3	ENSMUSG00000040891	ortholog_one2one
ENSOCUG00000035622			
ENSOCUG00000033327			
ENSOCUG00000006434	LRRC28	ENSMUSG00000030556	ortholog_one2one
ENSOCUG00000031468			
ENSOCUG00000034875			
ENSOCUG00000027345	U6		
ENSOCUG00000026754			
ENSOCUG00000033861			
ENSOCUG00000038278		ENSMUSG00000052428	ortholog_one2one
ENSOCUG00000030911			
ENSOCUG00000017527	LRRIQ1	ENSMUSG00000019892	ortholog_one2one
ENSOCUG00000039033	U2		
ENSOCUG00000031759	U2		
ENSOCUG00000014506	ZNF174	ENSMUSG00000054939	ortholog_one2one
ENSOCUG00000030957			
ENSOCUG00000031089	U2		
ENSOCUG00000039520	U3		
ENSOCUG00000038107			
ENSOCUG00000011603	MEX3B	ENSMUSG00000057706	ortholog_one2one
ENSOCUG00000006429	TTC23	ENSMUSG00000030555	ortholog_one2one
ENSOCUG00000020465	U6	ENSMUSG00000118967	ortholog_one2many
ENSOCUG00000020465	U6	ENSMUSG00000075934	ortholog_one2many
ENSOCUG00000020465	U6	ENSMUSG00000119310	ortholog_one2many
ENSOCUG00000004373			
ENSOCUG00000026633	ZNF597	ENSMUSG00000039789	ortholog_one2one
ENSOCUG00000008804	RC3H2	ENSMUSG00000075376	ortholog_one2one
ENSOCUG00000021692			
ENSOCUG00000003932			
ENSOCUG00000003972			
ENSOCUG00000018132	U6	ENSMUSG00000119467	ortholog_one2one
ENSOCUG00000020833	U6	ENSMUSG00000089035	ortholog_one2one
ENSOCUG00000035835			
ENSOCUG00000039292			
ENSOCUG00000022162	U4	ENSMUSG00000084725	ortholog_one2one
ENSOCUG00000038470			
ENSOCUG00000034422			
ENSOCUG00000000912	OR2T11		
ENSOCUG00000031431			
ENSOCUG00000003341		ENSMUSG00000030554	ortholog_one2one
ENSOCUG00000034318			
ENSOCUG00000002781	MTHFD1L	ENSMUSG00000040675	ortholog_one2one
ENSOCUG00000007803	DIP2C	ENSMUSG00000048264	ortholog_one2one
ENSOCUG00000031040			
ENSOCUG00000029475	MYPOP	ENSMUSG00000048481	ortholog_one2one
ENSOCUG00000037977			
ENSOCUG00000009684	ZNRF3	ENSMUSG00000041961	ortholog_one2one
ENSOCUG00000026553	PSMD8	ENSMUSG00000030591	ortholog_one2one
ENSOCUG00000032233			
ENSOCUG00000029895			
ENSOCUG00000035632			
ENSOCUG00000039146			
ENSOCUG00000028323	SNORA40		
ENSOCUG00000005659	PHF19	ENSMUSG00000026873	ortholog_one2one
ENSOCUG00000020107	SNORD111	ENSMUSG00000080518	ortholog_one2one
ENSOCUG00000037110			
ENSOCUG00000009696	C22orf31		
ENSOCUG00000035075			
ENSOCUG00000005422	SNAI1	ENSMUSG00000042821	ortholog_one2one
ENSOCUG00000030302			
ENSOCUG00000035747			
ENSOCUG00000019763	SNORD90	ENSMUSG00000077756	ortholog_one2one
ENSOCUG00000019077	U6		
ENSOCUG00000036106			
ENSOCUG00000034347			
ENSOCUG00000027898		ENSMUSG00000091809	ortholog_one2one
ENSOCUG00000036268			
ENSOCUG00000034691			
ENSOCUG00000001753	ZFYVE16		
ENSOCUG00000022955		ENSMUSG00000026870	ortholog_one2one
ENSOCUG00000010078	GPER1	ENSMUSG00000053647	ortholog_one2one
ENSOCUG00000030023			
ENSOCUG00000014517	NAA60	ENSMUSG00000005982	ortholog_one2one
ENSOCUG00000030569			
ENSOCUG00000023755	NANOS2	ENSMUSG00000051965	ortholog_one2one
ENSOCUG00000030676			
ENSOCUG00000008799	PDCL	ENSMUSG00000009030	ortholog_one2one
ENSOCUG00000033935		ENSMUSG00000062944	ortholog_one2one
ENSOCUG00000011039	PFKP	ENSMUSG00000021196	ortholog_one2one
ENSOCUG00000014795	IGF1R	ENSMUSG00000005533	ortholog_one2one
ENSOCUG00000005371	THBS2	ENSMUSG00000023885	ortholog_one2one
ENSOCUG00000027244		ENSMUSG00000044092	ortholog_one2one
ENSOCUG00000011123			
ENSOCUG00000026288	C16orf90	ENSMUSG00000005983	ortholog_one2one
ENSOCUG00000011229	RNF114	ENSMUSG00000006418	ortholog_one2one
ENSOCUG00000004448		ENSMUSG00000003135	ortholog_one2one
ENSOCUG00000027135			
ENSOCUG00000000364	SIGMAR1	ENSMUSG00000036078	ortholog_one2one
ENSOCUG00000004390	SHLD2	ENSMUSG00000041471	ortholog_one2one
ENSOCUG00000000629	ARHGEF28	ENSMUSG00000021662	ortholog_one2one
ENSOCUG00000014817		ENSMUSG00000030553	ortholog_one2one
ENSOCUG00000033372			
ENSOCUG00000024075			
ENSOCUG00000013058		ENSMUSG00000048234	ortholog_one2one
ENSOCUG00000034838			
ENSOCUG00000022891	NOVA2	ENSMUSG00000030411	ortholog_one2one
ENSOCUG00000004950	LARP4B	ENSMUSG00000033499	ortholog_one2one
ENSOCUG00000020279	U2		
ENSOCUG00000019837	SNORD89	ENSMUSG00000077704	ortholog_one2one
ENSOCUG00000021016	OR6B1	ENSMUSG00000049168	ortholog_one2one
ENSOCUG00000008132		ENSMUSG00000002778	ortholog_one2one
ENSOCUG00000026561		ENSMUSG00000072707	ortholog_one2many
ENSOCUG00000005644	PSMD5	ENSMUSG00000026869	ortholog_one2one
ENSOCUG00000027010	PTH2	ENSMUSG00000038300	ortholog_one2one
ENSOCUG00000015790	KIF20A	ENSMUSG00000003779	ortholog_one2one
ENSOCUG00000027609			
ENSOCUG00000007772	TMC3	ENSMUSG00000038540	ortholog_one2one
ENSOCUG00000007229	SULT6B1	ENSMUSG00000038045	ortholog_one2one
ENSOCUG00000028479	U2		
ENSOCUG00000031774			
ENSOCUG00000005032		ENSMUSG00000074071	ortholog_one2one
ENSOCUG00000037384		ENSMUSG00000024172	ortholog_one2many
ENSOCUG00000014477	ELK4	ENSMUSG00000026436	ortholog_one2one
ENSOCUG00000028684	snoU83B		
ENSOCUG00000024167			
ENSOCUG00000017249	OR5C1	ENSMUSG00000049018	ortholog_one2one
ENSOCUG00000037529			
ENSOCUG00000031000		ENSMUSG00000024042	ortholog_one2many
ENSOCUG00000010395	STARD5	ENSMUSG00000046027	ortholog_one2one
ENSOCUG00000033696			
ENSOCUG00000036749			
ENSOCUG00000035853			
ENSOCUG00000026785	SNORA24		
ENSOCUG00000029270		ENSMUSG00000035582	ortholog_one2many
ENSOCUG00000021907	SPATA2	ENSMUSG00000047030	ortholog_one2one
ENSOCUG00000039148			
ENSOCUG00000010448			
ENSOCUG00000035974			
ENSOCUG00000031284	GFY	ENSMUSG00000095276	ortholog_one2one
ENSOCUG00000028494	U5		
ENSOCUG00000037976			
ENSOCUG00000031423			
ENSOCUG00000033582			
ENSOCUG00000032109			
ENSOCUG00000025624	GRIN2D	ENSMUSG00000002771	ortholog_one2one
ENSOCUG00000037840			
ENSOCUG00000036213			
ENSOCUG00000031045			
ENSOCUG00000036583			
ENSOCUG00000029656		ENSMUSG00000078783	ortholog_many2many
ENSOCUG00000029656		ENSMUSG00000095028	ortholog_many2many
ENSOCUG00000029656		ENSMUSG00000078780	ortholog_many2many
ENSOCUG00000029656		ENSMUSG00000095788	ortholog_many2many
ENSOCUG00000029656		ENSMUSG00000074677	ortholog_many2many
ENSOCUG00000029656		ENSMUSG00000037902	ortholog_many2many
ENSOCUG00000036120			
ENSOCUG00000032730			
ENSOCUG00000011538			
ENSOCUG00000023863		ENSMUSG00000064252	ortholog_many2many
ENSOCUG00000023863		ENSMUSG00000058807	ortholog_many2many
ENSOCUG00000023863		ENSMUSG00000050818	ortholog_many2many
ENSOCUG00000023863		ENSMUSG00000059279	ortholog_many2many
ENSOCUG00000023863		ENSMUSG00000060765	ortholog_many2many
ENSOCUG00000023863		ENSMUSG00000057654	ortholog_many2many
ENSOCUG00000017672	TMEM184B	ENSMUSG00000009035	ortholog_one2one
ENSOCUG00000031329			
ENSOCUG00000002783	SLC34A1	ENSMUSG00000021490	ortholog_one2one
ENSOCUG00000025733			
ENSOCUG00000000341	RGS6	ENSMUSG00000021219	ortholog_one2one
ENSOCUG00000005545	GRWD1	ENSMUSG00000053801	ortholog_one2one
ENSOCUG00000011219	SLC9A8	ENSMUSG00000039463	ortholog_one2one
ENSOCUG00000038212			
ENSOCUG00000031660			
ENSOCUG00000036281	U2		
ENSOCUG00000003079	RGS9	ENSMUSG00000020599	ortholog_one2one
ENSOCUG00000032224			
ENSOCUG00000028512	U6		
ENSOCUG00000000258	PDGFRA	ENSMUSG00000029231	ortholog_one2one
ENSOCUG00000008998	KCNJ14	ENSMUSG00000058743	ortholog_one2one
ENSOCUG00000011052	PITRM1	ENSMUSG00000021193	ortholog_one2one
ENSOCUG00000035660			
ENSOCUG00000011759	CLUAP1	ENSMUSG00000014232	ortholog_one2one
ENSOCUG00000021893			
ENSOCUG00000009228	ENC1	ENSMUSG00000041773	ortholog_one2one
ENSOCUG00000013726	EFNB1	ENSMUSG00000031217	ortholog_one2one
ENSOCUG00000024680		ENSMUSG00000050742	ortholog_many2many
ENSOCUG00000024680		ENSMUSG00000050158	ortholog_many2many
ENSOCUG00000026413	U6	ENSMUSG00000119180	ortholog_one2one
ENSOCUG00000037538			
ENSOCUG00000031535		ENSMUSG00000026833	ortholog_one2one
ENSOCUG00000001934			
ENSOCUG00000008382	CDC23	ENSMUSG00000024370	ortholog_one2one
ENSOCUG00000002452	CALCA	ENSMUSG00000030669	ortholog_one2one
ENSOCUG00000012799	SLC17A7	ENSMUSG00000070570	ortholog_one2one
ENSOCUG00000005341	HEXB	ENSMUSG00000021665	ortholog_one2one
ENSOCUG00000016871			
ENSOCUG00000029635			
ENSOCUG00000030050			
ENSOCUG00000001935		ENSMUSG00000068947	ortholog_one2one
ENSOCUG00000028059	NLRC3	ENSMUSG00000049871	ortholog_one2one
ENSOCUG00000024546		ENSMUSG00000014245	ortholog_one2one
ENSOCUG00000009001	CYTH2	ENSMUSG00000003269	ortholog_one2one
ENSOCUG00000027278			
ENSOCUG00000025275	OR2L13	ENSMUSG00000061361	ortholog_one2many
ENSOCUG00000025275	OR2L13	ENSMUSG00000056822	ortholog_one2many
ENSOCUG00000024924			
ENSOCUG00000004209	GSX2	ENSMUSG00000035946	ortholog_one2one
ENSOCUG00000017842	ZNF112	ENSMUSG00000052675	ortholog_one2many
ENSOCUG00000017842	ZNF112	ENSMUSG00000087598	ortholog_one2many
ENSOCUG00000035620			
ENSOCUG00000031609			
ENSOCUG00000037523			
ENSOCUG00000026946			
ENSOCUG00000010384	IL16	ENSMUSG00000001741	ortholog_one2one
ENSOCUG00000003842	CDC42SE2	ENSMUSG00000052298	ortholog_one2one
ENSOCUG00000012114		ENSMUSG00000032330	ortholog_one2many
ENSOCUG00000039097			
ENSOCUG00000016120		ENSMUSG00000021149	ortholog_one2many
ENSOCUG00000034884			
ENSOCUG00000004998	RNF4	ENSMUSG00000029110	ortholog_one2many
ENSOCUG00000002312	TEP1	ENSMUSG00000006281	ortholog_one2one
ENSOCUG00000012734		ENSMUSG00000045341	ortholog_one2one
ENSOCUG00000032718	ZNF180	ENSMUSG00000057101	ortholog_one2one
ENSOCUG00000039331			
ENSOCUG00000004430		ENSMUSG00000016756	ortholog_one2one
ENSOCUG00000027745	ICAM3		
ENSOCUG00000023709		ENSMUSG00000078198	ortholog_one2many
ENSOCUG00000023709		ENSMUSG00000059429	ortholog_one2many
ENSOCUG00000035920	CHIC2	ENSMUSG00000029229	ortholog_one2one
ENSOCUG00000036087			
ENSOCUG00000012131	SULT2B1	ENSMUSG00000003271	ortholog_one2one
ENSOCUG00000039175			
ENSOCUG00000029639			
ENSOCUG00000033850		ENSMUSG00000090486	ortholog_one2one
ENSOCUG00000022959			
ENSOCUG00000038127			
ENSOCUG00000024813			
ENSOCUG00000029969			
ENSOCUG00000037083			
ENSOCUG00000022946	VAV1	ENSMUSG00000034116	ortholog_one2one
ENSOCUG00000002331	OR1L3		
ENSOCUG00000012728		ENSMUSG00000068535	ortholog_many2many
ENSOCUG00000012728		ENSMUSG00000062245	ortholog_many2many
ENSOCUG00000012728		ENSMUSG00000060480	ortholog_many2many
ENSOCUG00000037191			
ENSOCUG00000032113			
ENSOCUG00000005309		ENSMUSG00000041359	ortholog_one2one
ENSOCUG00000013902	SPACA4	ENSMUSG00000070563	ortholog_one2one
ENSOCUG00000036238			
ENSOCUG00000028679	U1		
ENSOCUG00000026280	PVR	ENSMUSG00000040511	ortholog_one2one
ENSOCUG00000032988	CFAP161	ENSMUSG00000011154	ortholog_one2one
ENSOCUG00000037769			
ENSOCUG00000024774	B3GALT9	ENSMUSG00000107167	ortholog_one2one
ENSOCUG00000031991			
ENSOCUG00000007367	SLX4	ENSMUSG00000039738	ortholog_one2one
ENSOCUG00000008391	GFRA3	ENSMUSG00000024366	ortholog_one2one
ENSOCUG00000009402		ENSMUSG00000000804	ortholog_one2one
ENSOCUG00000013797	NTN5	ENSMUSG00000070564	ortholog_one2one
ENSOCUG00000028026	STAB1	ENSMUSG00000042286	ortholog_one2one
ENSOCUG00000005349	GFM2	ENSMUSG00000021666	ortholog_one2one
ENSOCUG00000024226	OR1B1	ENSMUSG00000075377	ortholog_one2one
ENSOCUG00000039418	TUNAR	ENSMUSG00000097929	ortholog_one2one
ENSOCUG00000024559	CEACAM16	ENSMUSG00000014686	ortholog_one2one
ENSOCUG00000002278	PGS1	ENSMUSG00000017715	ortholog_one2one
ENSOCUG00000027542			
ENSOCUG00000012720	TRIM58	ENSMUSG00000037124	ortholog_one2one
ENSOCUG00000038590		ENSMUSG00000053626	ortholog_one2many
ENSOCUG00000030821			
ENSOCUG00000036688	C14orf132	ENSMUSG00000094910	ortholog_one2one
ENSOCUG00000036517			
ENSOCUG00000014678	KLHL34	ENSMUSG00000047485	ortholog_one2one
ENSOCUG00000033362	Metazoa_SRP		
ENSOCUG00000026684		ENSMUSG00000036463	ortholog_one2many
ENSOCUG00000023368	LNX1	ENSMUSG00000029228	ortholog_one2one
ENSOCUG00000036777			
ENSOCUG00000038767			
ENSOCUG00000027963	FUT2	ENSMUSG00000055978	ortholog_one2one
ENSOCUG00000003821	PIH1D1	ENSMUSG00000003423	ortholog_one2one
ENSOCUG00000002470	KLF6	ENSMUSG00000000078	ortholog_one2one
ENSOCUG00000039453		ENSMUSG00000024042	ortholog_one2many
ENSOCUG00000037932			
ENSOCUG00000001849	SMPX	ENSMUSG00000041476	ortholog_one2one
ENSOCUG00000001759	CDCA7	ENSMUSG00000055612	ortholog_one2one
ENSOCUG00000030977			
ENSOCUG00000006536	NSA2	ENSMUSG00000060739	ortholog_one2many
ENSOCUG00000031927			
ENSOCUG00000035281			
ENSOCUG00000005638	FBXW2	ENSMUSG00000035949	ortholog_one2one
ENSOCUG00000037153			
ENSOCUG00000020918	RAVER1	ENSMUSG00000010205	ortholog_one2one
ENSOCUG00000034568			
ENSOCUG00000038684			
ENSOCUG00000012160	PRRC1	ENSMUSG00000024594	ortholog_one2one
ENSOCUG00000002789	F12	ENSMUSG00000021492	ortholog_one2one
ENSOCUG00000026756	ALDH16A1	ENSMUSG00000007833	ortholog_one2one
ENSOCUG00000025831		ENSMUSG00000006494	ortholog_one2many
ENSOCUG00000037481			
ENSOCUG00000013845	OR1Q1	ENSMUSG00000055838	ortholog_one2one
