tx	gene_id	symbol	gene_biotype	transcript_biotype	chrom	source
ENSMUST00000153364.2	ENSMUSG00000064080	Fbln2	protein_coding	protein_coding	6	cdna
ENSMUST00000132021.2	ENSMUSG00000064080	Fbln2	protein_coding	protein_coding	6	cdna
ENSMUST00000203406.2	ENSMUSG00000064080	Fbln2	protein_coding	protein_coding_CDS_not_defined	6	cdna
ENSMUST00000134974.2	ENSMUSG00000064080	Fbln2	protein_coding	protein_coding	6	cdna
ENSMUST00000147371.8	ENSMUSG00000064080	Fbln2	protein_coding	retained_intron	6	cdna
ENSMUST00000134286.2	ENSMUSG00000064080	Fbln2	protein_coding	retained_intron	6	cdna
ENSMUST00000137029.2	ENSMUSG00000064080	Fbln2	protein_coding	retained_intron	6	cdna
ENSMUST00000226044.2	ENSMUSG00000021720	Rnf180	protein_coding	protein_coding	13	cdna
ENSMUST00000224662.2	ENSMUSG00000021720	Rnf180	protein_coding	protein_coding	13	cdna
ENSMUST00000224011.2	ENSMUSG00000021720	Rnf180	protein_coding	protein_coding	13	cdna
ENSMUST00000224749.2	ENSMUSG00000021720	Rnf180	protein_coding	protein_coding	13	cdna
ENSMUST00000069686.7	ENSMUSG00000021720	Rnf180	protein_coding	protein_coding	13	cdna
ENSMUST00000143410.7	ENSMUSG00000040086	Tnni3k	protein_coding	nonsense_mediated_decay	3	cdna
ENSMUST00000064076.6	ENSMUSG00000040086	Tnni3k	protein_coding	protein_coding	3	cdna
ENSMUST00000146952.2	ENSMUSG00000040086	Tnni3k	protein_coding	retained_intron	3	cdna
ENSMUST00000039213.15	ENSMUSG00000035941	Ibtk	protein_coding	protein_coding	9	cdna
ENSMUST00000187521.7	ENSMUSG00000035941	Ibtk	protein_coding	nonsense_mediated_decay	9	cdna
ENSMUST00000186322.7	ENSMUSG00000035941	Ibtk	protein_coding	retained_intron	9	cdna
ENSMUST00000188768.2	ENSMUSG00000035941	Ibtk	protein_coding	retained_intron	9	cdna
ENSMUST00000185353.2	ENSMUSG00000035941	Ibtk	protein_coding	retained_intron	9	cdna
ENSMUST00000186447.2	ENSMUSG00000035941	Ibtk	protein_coding	retained_intron	9	cdna
ENSMUST00000040307.6	ENSMUSG00000040502	Marchf9	protein_coding	protein_coding	10	cdna
ENSMUST00000160262.9	ENSMUSG00000071324	Armc2	protein_coding	protein_coding	10	cdna
ENSMUST00000105503.9	ENSMUSG00000071324	Armc2	protein_coding	retained_intron	10	cdna
ENSMUST00000160367.8	ENSMUSG00000071324	Armc2	protein_coding	retained_intron	10	cdna
ENSMUST00000161927.8	ENSMUSG00000071324	Armc2	protein_coding	nonsense_mediated_decay	10	cdna
ENSMUST00000161167.2	ENSMUSG00000071324	Armc2	protein_coding	protein_coding	10	cdna
ENSMUST00000162405.8	ENSMUSG00000071324	Armc2	protein_coding	protein_coding	10	cdna
ENSMUST00000161081.2	ENSMUSG00000071324	Armc2	protein_coding	protein_coding	10	cdna
ENSMUST00000095729.11	ENSMUSG00000071324	Armc2	protein_coding	protein_coding	10	cdna
ENSMUST00000234633.2	ENSMUSG00000117621	Hspe1-rs1	protein_coding	protein_coding	18	cdna
ENSMUST00000019506.9	ENSMUSG00000019362	D8Ertd738e	protein_coding	protein_coding	8	cdna
ENSMUST00000022235.6	ENSMUSG00000021721	Htr1a	protein_coding	protein_coding	13	cdna
ENSMUST00000024897.10	ENSMUSG00000024091	Vapa	protein_coding	protein_coding	17	cdna
ENSMUST00000232686.2	ENSMUSG00000024091	Vapa	protein_coding	protein_coding	17	cdna
ENSMUST00000080929.13	ENSMUSG00000057000	Nxf3	protein_coding	protein_coding	X	cdna
ENSMUST00000138878.2	ENSMUSG00000057000	Nxf3	protein_coding	protein_coding	X	cdna
ENSMUST00000028378.4	ENSMUSG00000026994	Galnt3	protein_coding	protein_coding	2	cdna
ENSMUST00000153563.2	ENSMUSG00000026994	Galnt3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000150793.2	ENSMUSG00000026994	Galnt3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000155453.8	ENSMUSG00000026994	Galnt3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000038693.8	ENSMUSG00000038064	Cldn22	protein_coding	protein_coding	8	cdna
ENSMUST00000031224.15	ENSMUSG00000029287	Tgfbr3	protein_coding	protein_coding	5	cdna
ENSMUST00000138469.8	ENSMUSG00000029287	Tgfbr3	protein_coding	protein_coding_CDS_not_defined	5	cdna
ENSMUST00000136882.2	ENSMUSG00000029287	Tgfbr3	protein_coding	protein_coding	5	cdna
ENSMUST00000146591.2	ENSMUSG00000029287	Tgfbr3	protein_coding	retained_intron	5	cdna
ENSMUST00000213003.2	ENSMUSG00000010936	Vac14	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000034190.11	ENSMUSG00000010936	Vac14	protein_coding	protein_coding	8	cdna
ENSMUST00000212663.2	ENSMUSG00000010936	Vac14	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000212766.2	ENSMUSG00000010936	Vac14	protein_coding	retained_intron	8	cdna
ENSMUST00000212829.2	ENSMUSG00000010936	Vac14	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000213015.2	ENSMUSG00000010936	Vac14	protein_coding	retained_intron	8	cdna
ENSMUST00000220844.2	ENSMUSG00000046949	Nqo2	protein_coding	protein_coding	13	cdna
ENSMUST00000058978.9	ENSMUSG00000046949	Nqo2	protein_coding	protein_coding	13	cdna
ENSMUST00000021843.13	ENSMUSG00000046949	Nqo2	protein_coding	protein_coding	13	cdna
ENSMUST00000223479.2	ENSMUSG00000046949	Nqo2	protein_coding	protein_coding	13	cdna
ENSMUST00000222740.2	ENSMUSG00000046949	Nqo2	protein_coding	protein_coding	13	cdna
ENSMUST00000076155.6	ENSMUSG00000059040	Eno1b	protein_coding	protein_coding	18	cdna
ENSMUST00000235307.2	ENSMUSG00000059040	Eno1b	protein_coding	protein_coding	18	cdna
ENSMUST00000050236.7	ENSMUSG00000050612	Txndc2	protein_coding	protein_coding	17	cdna
ENSMUST00000233702.2	ENSMUSG00000050612	Txndc2	protein_coding	protein_coding	17	cdna
ENSMUST00000101588.2	ENSMUSG00000073207	Ccdc160	protein_coding	protein_coding	X	cdna
ENSMUST00000070673.9	ENSMUSG00000056515	Rab31	protein_coding	protein_coding	17	cdna
ENSMUST00000233258.2	ENSMUSG00000056515	Rab31	protein_coding	protein_coding	17	cdna
ENSMUST00000116527.2	ENSMUSG00000047844	Bex4	protein_coding	protein_coding	X	cdna
ENSMUST00000033662.9	ENSMUSG00000031299	Pdha1	protein_coding	protein_coding	X	cdna
ENSMUST00000156531.2	ENSMUSG00000031299	Pdha1	protein_coding	retained_intron	X	cdna
ENSMUST00000126440.2	ENSMUSG00000031299	Pdha1	protein_coding	retained_intron	X	cdna
ENSMUST00000127535.2	ENSMUSG00000031299	Pdha1	protein_coding	protein_coding_CDS_not_defined	X	cdna
ENSMUST00000163590.9	ENSMUSG00000024505	Dtwd2	protein_coding	protein_coding	18	cdna
ENSMUST00000139852.2	ENSMUSG00000024505	Dtwd2	protein_coding	protein_coding_CDS_not_defined	18	cdna
ENSMUST00000025383.10	ENSMUSG00000024505	Dtwd2	protein_coding	protein_coding	18	cdna
ENSMUST00000237137.2	ENSMUSG00000024505	Dtwd2	protein_coding	nonsense_mediated_decay	18	cdna
ENSMUST00000066058.8	ENSMUSG00000033902	Mapkbp1	protein_coding	protein_coding	2	cdna
ENSMUST00000229024.2	ENSMUSG00000033902	Mapkbp1	protein_coding	protein_coding	2	cdna
ENSMUST00000137760.2	ENSMUSG00000033902	Mapkbp1	protein_coding	retained_intron	2	cdna
ENSMUST00000128077.2	ENSMUSG00000033902	Mapkbp1	protein_coding	retained_intron	2	cdna
ENSMUST00000148161.2	ENSMUSG00000033902	Mapkbp1	protein_coding	retained_intron	2	cdna
ENSMUST00000161324.8	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000161127.8	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000073104.11	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000160664.8	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000162109.8	ENSMUSG00000061950	Ppp4r1	protein_coding	nonsense_mediated_decay	17	cdna
ENSMUST00000162272.2	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000162788.8	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding_CDS_not_defined	17	cdna
ENSMUST00000162408.2	ENSMUSG00000061950	Ppp4r1	protein_coding	retained_intron	17	cdna
ENSMUST00000161100.8	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding_CDS_not_defined	17	cdna
ENSMUST00000097293.10	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding_CDS_not_defined	17	cdna
ENSMUST00000159646.8	ENSMUSG00000061950	Ppp4r1	protein_coding	nonsense_mediated_decay	17	cdna
ENSMUST00000182940.2	ENSMUSG00000061950	Ppp4r1	protein_coding	retained_intron	17	cdna
ENSMUST00000162703.2	ENSMUSG00000061950	Ppp4r1	protein_coding	protein_coding	17	cdna
ENSMUST00000105502.8	ENSMUSG00000048756	Foxo3	protein_coding	protein_coding	10	cdna
ENSMUST00000056974.4	ENSMUSG00000048756	Foxo3	protein_coding	protein_coding	10	cdna
ENSMUST00000175881.8	ENSMUSG00000048756	Foxo3	protein_coding	protein_coding	10	cdna
ENSMUST00000177542.2	ENSMUSG00000048756	Foxo3	protein_coding	protein_coding	10	cdna
ENSMUST00000105501.2	ENSMUSG00000048756	Foxo3	protein_coding	protein_coding	10	cdna
ENSMUST00000030742.11	ENSMUSG00000028910	Mecr	protein_coding	protein_coding	4	cdna
ENSMUST00000137321.3	ENSMUSG00000028910	Mecr	protein_coding	protein_coding	4	cdna
ENSMUST00000139573.2	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000142386.8	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000128116.2	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000145045.8	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000127735.8	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000143067.8	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000137412.8	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000128607.2	ENSMUSG00000028910	Mecr	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000031040.13	ENSMUSG00000029154	Cwh43	protein_coding	protein_coding	5	cdna
ENSMUST00000065543.8	ENSMUSG00000029154	Cwh43	protein_coding	protein_coding	5	cdna
ENSMUST00000135820.2	ENSMUSG00000029154	Cwh43	protein_coding	retained_intron	5	cdna
ENSMUST00000239063.2	ENSMUSG00000021592	Arsk	protein_coding	protein_coding	13	cdna
ENSMUST00000225642.2	ENSMUSG00000021592	Arsk	protein_coding	protein_coding_CDS_not_defined	13	cdna
ENSMUST00000224884.2	ENSMUSG00000021592	Arsk	protein_coding	retained_intron	13	cdna
ENSMUST00000224262.2	ENSMUSG00000021592	Arsk	protein_coding	protein_coding_CDS_not_defined	13	cdna
ENSMUST00000223579.3	ENSMUSG00000021592	Arsk	protein_coding	nonsense_mediated_decay	13	cdna
ENSMUST00000224632.2	ENSMUSG00000021592	Arsk	protein_coding	protein_coding_CDS_not_defined	13	cdna
ENSMUST00000120573.3	ENSMUSG00000021592	Arsk	protein_coding	protein_coding	13	cdna
ENSMUST00000006911.12	ENSMUSG00000006728	Cdk4	protein_coding	protein_coding	10	cdna
ENSMUST00000120226.8	ENSMUSG00000006728	Cdk4	protein_coding	protein_coding	10	cdna
ENSMUST00000133115.8	ENSMUSG00000006728	Cdk4	protein_coding	protein_coding	10	cdna
ENSMUST00000142558.8	ENSMUSG00000006728	Cdk4	protein_coding	nonsense_mediated_decay	10	cdna
ENSMUST00000140254.8	ENSMUSG00000006728	Cdk4	protein_coding	retained_intron	10	cdna
ENSMUST00000135179.8	ENSMUSG00000006728	Cdk4	protein_coding	retained_intron	10	cdna
ENSMUST00000125682.2	ENSMUSG00000006728	Cdk4	protein_coding	protein_coding	10	cdna
ENSMUST00000123456.2	ENSMUSG00000006728	Cdk4	protein_coding	retained_intron	10	cdna
ENSMUST00000145670.2	ENSMUSG00000006728	Cdk4	protein_coding	retained_intron	10	cdna
ENSMUST00000180611.8	ENSMUSG00000037416	Dmxl1	protein_coding	protein_coding	18	cdna
ENSMUST00000181907.2	ENSMUSG00000037416	Dmxl1	protein_coding	retained_intron	18	cdna
ENSMUST00000224938.2	ENSMUSG00000037416	Dmxl1	protein_coding	protein_coding	18	cdna
ENSMUST00000181828.2	ENSMUSG00000037416	Dmxl1	protein_coding	retained_intron	18	cdna
ENSMUST00000181042.2	ENSMUSG00000037416	Dmxl1	protein_coding	retained_intron	18	cdna
ENSMUST00000041772.6	ENSMUSG00000037416	Dmxl1	protein_coding	protein_coding	18	cdna
ENSMUST00000060101.10	ENSMUSG00000051579	Tceal8	protein_coding	protein_coding	X	cdna
ENSMUST00000146583.2	ENSMUSG00000051579	Tceal8	protein_coding	protein_coding	X	cdna
ENSMUST00000136533.2	ENSMUSG00000051579	Tceal8	protein_coding	protein_coding	X	cdna
ENSMUST00000163584.8	ENSMUSG00000051579	Tceal8	protein_coding	protein_coding	X	cdna
ENSMUST00000010188.9	ENSMUSG00000010044	Zmynd10	protein_coding	protein_coding	9	cdna
ENSMUST00000195627.2	ENSMUSG00000010044	Zmynd10	protein_coding	protein_coding_CDS_not_defined	9	cdna
ENSMUST00000193303.6	ENSMUSG00000010044	Zmynd10	protein_coding	nonsense_mediated_decay	9	cdna
ENSMUST00000195158.2	ENSMUSG00000010044	Zmynd10	protein_coding	retained_intron	9	cdna
ENSMUST00000192445.2	ENSMUSG00000010044	Zmynd10	protein_coding	retained_intron	9	cdna
ENSMUST00000126435.8	ENSMUSG00000004996	Mri1	protein_coding	protein_coding	8	cdna
ENSMUST00000125498.2	ENSMUSG00000004996	Mri1	protein_coding	protein_coding	8	cdna
ENSMUST00000005122.4	ENSMUSG00000004996	Mri1	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000140850.8	ENSMUSG00000004996	Mri1	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000127747.2	ENSMUSG00000004996	Mri1	protein_coding	retained_intron	8	cdna
ENSMUST00000066568.6	ENSMUSG00000053870	Fpgt	protein_coding	protein_coding	3	cdna
ENSMUST00000194095.2	ENSMUSG00000053870	Fpgt	protein_coding	protein_coding_CDS_not_defined	3	cdna
ENSMUST00000193071.2	ENSMUSG00000053870	Fpgt	protein_coding	retained_intron	3	cdna
ENSMUST00000192959.2	ENSMUSG00000053870	Fpgt	protein_coding	retained_intron	3	cdna
ENSMUST00000192247.2	ENSMUSG00000053870	Fpgt	protein_coding	protein_coding_CDS_not_defined	3	cdna
ENSMUST00000195505.2	ENSMUSG00000053870	Fpgt	protein_coding	protein_coding_CDS_not_defined	3	cdna
ENSMUST00000066819.11	ENSMUSG00000054034	Tceal5	protein_coding	protein_coding	X	cdna
ENSMUST00000151592.8	ENSMUSG00000054034	Tceal5	protein_coding	protein_coding	X	cdna
ENSMUST00000131510.2	ENSMUSG00000054034	Tceal5	protein_coding	protein_coding	X	cdna
ENSMUST00000115537.2	ENSMUSG00000068794	Col28a1	protein_coding	protein_coding	6	cdna
ENSMUST00000134731.2	ENSMUSG00000068794	Col28a1	protein_coding	protein_coding_CDS_not_defined	6	cdna
ENSMUST00000123163.2	ENSMUSG00000068794	Col28a1	protein_coding	retained_intron	6	cdna
ENSMUST00000213284.2	ENSMUSG00000068794	Col28a1	protein_coding	protein_coding	6	cdna
ENSMUST00000098578.10	ENSMUSG00000004994	Yju2b	protein_coding	protein_coding	8	cdna
ENSMUST00000005120.12	ENSMUSG00000004994	Yju2b	protein_coding	protein_coding	8	cdna
ENSMUST00000164476.8	ENSMUSG00000004994	Yju2b	protein_coding	retained_intron	8	cdna
ENSMUST00000172320.2	ENSMUSG00000004994	Yju2b	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000166285.2	ENSMUSG00000004994	Yju2b	protein_coding	retained_intron	8	cdna
ENSMUST00000163993.2	ENSMUSG00000004994	Yju2b	protein_coding	protein_coding	8	cdna
ENSMUST00000166728.2	ENSMUSG00000004994	Yju2b	protein_coding	retained_intron	8	cdna
ENSMUST00000053819.6	ENSMUSG00000028911	Srsf4	protein_coding	protein_coding	4	cdna
ENSMUST00000129966.8	ENSMUSG00000028911	Srsf4	protein_coding	nonsense_mediated_decay	4	cdna
ENSMUST00000134943.7	ENSMUSG00000028911	Srsf4	protein_coding	nonsense_mediated_decay	4	cdna
ENSMUST00000030743.10	ENSMUSG00000028911	Srsf4	protein_coding	retained_intron	4	cdna
ENSMUST00000006559.14	ENSMUSG00000035274	Tpbg	protein_coding	protein_coding	9	cdna
ENSMUST00000098500.5	ENSMUSG00000035274	Tpbg	protein_coding	protein_coding	9	cdna
ENSMUST00000185559.2	ENSMUSG00000035274	Tpbg	protein_coding	protein_coding_CDS_not_defined	9	cdna
ENSMUST00000058125.9	ENSMUSG00000050071	Bex1	protein_coding	protein_coding	X	cdna
ENSMUST00000113120.2	ENSMUSG00000050071	Bex1	protein_coding	protein_coding	X	cdna
ENSMUST00000113118.2	ENSMUSG00000050071	Bex1	protein_coding	protein_coding	X	cdna
ENSMUST00000142172.2	ENSMUSG00000050071	Bex1	protein_coding	retained_intron	X	cdna
ENSMUST00000217039.3	ENSMUSG00000070460	Or5ae2	protein_coding	protein_coding	7	cdna
ENSMUST00000211582.2	ENSMUSG00000070460	Or5ae2	protein_coding	protein_coding	7	cdna
ENSMUST00000071400.13	ENSMUSG00000045031	Cetn4	protein_coding	protein_coding	3	cdna
ENSMUST00000102955.11	ENSMUSG00000045031	Cetn4	protein_coding	protein_coding	3	cdna
ENSMUST00000140956.8	ENSMUSG00000045031	Cetn4	protein_coding	protein_coding	3	cdna
ENSMUST00000075537.7	ENSMUSG00000045031	Cetn4	protein_coding	protein_coding	3	cdna
ENSMUST00000125252.3	ENSMUSG00000045031	Cetn4	protein_coding	protein_coding	3	cdna
ENSMUST00000034986.14	ENSMUSG00000032415	Ube3d	protein_coding	protein_coding	9	cdna
ENSMUST00000121189.3	ENSMUSG00000032415	Ube3d	protein_coding	nonsense_mediated_decay	9	cdna
ENSMUST00000160629.8	ENSMUSG00000029625	Cpsf4	protein_coding	protein_coding	5	cdna
ENSMUST00000070487.12	ENSMUSG00000029625	Cpsf4	protein_coding	protein_coding	5	cdna
ENSMUST00000160422.8	ENSMUSG00000029625	Cpsf4	protein_coding	protein_coding	5	cdna
ENSMUST00000162244.8	ENSMUSG00000029625	Cpsf4	protein_coding	protein_coding	5	cdna
ENSMUST00000160574.8	ENSMUSG00000029625	Cpsf4	protein_coding	nonsense_mediated_decay	5	cdna
ENSMUST00000160762.2	ENSMUSG00000029625	Cpsf4	protein_coding	protein_coding	5	cdna
ENSMUST00000160437.2	ENSMUSG00000029625	Cpsf4	protein_coding	retained_intron	5	cdna
ENSMUST00000126811.8	ENSMUSG00000079428	Tceal7	protein_coding	protein_coding	X	cdna
ENSMUST00000113116.3	ENSMUSG00000079428	Tceal7	protein_coding	protein_coding	X	cdna
ENSMUST00000060991.6	ENSMUSG00000006736	Tspan31	protein_coding	protein_coding	10	cdna
ENSMUST00000218488.2	ENSMUSG00000006736	Tspan31	protein_coding	retained_intron	10	cdna
ENSMUST00000218603.2	ENSMUSG00000006736	Tspan31	protein_coding	protein_coding_CDS_not_defined	10	cdna
ENSMUST00000220344.2	ENSMUSG00000006736	Tspan31	protein_coding	retained_intron	10	cdna
ENSMUST00000217875.2	ENSMUSG00000006736	Tspan31	protein_coding	protein_coding_CDS_not_defined	10	cdna
ENSMUST00000216367.2	ENSMUSG00000070459	Or5ae1	protein_coding	protein_coding	7	cdna
ENSMUST00000216184.2	ENSMUSG00000070459	Or5ae1	protein_coding	nonsense_mediated_decay	7	cdna
ENSMUST00000214501.3	ENSMUSG00000070459	Or5ae1	protein_coding	protein_coding	7	cdna
ENSMUST00000048687.11	ENSMUSG00000042712	Tceal9	protein_coding	protein_coding	X	cdna
ENSMUST00000113115.2	ENSMUSG00000042712	Tceal9	protein_coding	protein_coding	X	cdna
ENSMUST00000073468.5	ENSMUSG00000116179	Or5ae1	protein_coding	protein_coding	7	cdna
ENSMUST00000044583.10	ENSMUSG00000066372	Vmn2r65	protein_coding	protein_coding	7	cdna
ENSMUST00000232823.2	ENSMUSG00000066372	Vmn2r65	protein_coding	nonsense_mediated_decay	7	cdna
ENSMUST00000233024.2	ENSMUSG00000066372	Vmn2r65	protein_coding	retained_intron	7	cdna
ENSMUST00000233469.2	ENSMUSG00000066372	Vmn2r65	protein_coding	protein_coding	7	cdna
ENSMUST00000026989.15	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding	13	cdna
ENSMUST00000153065.8	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding	13	cdna
ENSMUST00000153708.2	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding_CDS_not_defined	13	cdna
ENSMUST00000143173.8	ENSMUSG00000025871	4833439L19Rik	protein_coding	retained_intron	13	cdna
ENSMUST00000150938.8	ENSMUSG00000025871	4833439L19Rik	protein_coding	retained_intron	13	cdna
ENSMUST00000143144.8	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding	13	cdna
ENSMUST00000147318.2	ENSMUSG00000025871	4833439L19Rik	protein_coding	retained_intron	13	cdna
ENSMUST00000132136.3	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding	13	cdna
ENSMUST00000126295.2	ENSMUSG00000025871	4833439L19Rik	protein_coding	protein_coding	13	cdna
ENSMUST00000041024.15	ENSMUSG00000038302	Afg1l	protein_coding	protein_coding	10	cdna
ENSMUST00000151747.8	ENSMUSG00000038302	Afg1l	protein_coding	protein_coding	10	cdna
ENSMUST00000133326.8	ENSMUSG00000038302	Afg1l	protein_coding	nonsense_mediated_decay	10	cdna
ENSMUST00000149832.2	ENSMUSG00000038302	Afg1l	protein_coding	nonsense_mediated_decay	10	cdna
ENSMUST00000155090.8	ENSMUSG00000031142	Cacna1f	protein_coding	nonsense_mediated_decay	X	cdna
ENSMUST00000144522.8	ENSMUSG00000031142	Cacna1f	protein_coding	retained_intron	X	cdna
ENSMUST00000115726.9	ENSMUSG00000031142	Cacna1f	protein_coding	protein_coding	X	cdna
ENSMUST00000133637.8	ENSMUSG00000031142	Cacna1f	protein_coding	protein_coding	X	cdna
ENSMUST00000115725.9	ENSMUSG00000031142	Cacna1f	protein_coding	protein_coding	X	cdna
ENSMUST00000141634.8	ENSMUSG00000031142	Cacna1f	protein_coding	retained_intron	X	cdna
ENSMUST00000123979.2	ENSMUSG00000031142	Cacna1f	protein_coding	retained_intron	X	cdna
ENSMUST00000128628.8	ENSMUSG00000031142	Cacna1f	protein_coding	protein_coding	X	cdna
ENSMUST00000156047.2	ENSMUSG00000031142	Cacna1f	protein_coding	protein_coding	X	cdna
ENSMUST00000157000.2	ENSMUSG00000031142	Cacna1f	protein_coding	retained_intron	X	cdna
ENSMUST00000151208.2	ENSMUSG00000031142	Cacna1f	protein_coding	retained_intron	X	cdna
ENSMUST00000034848.14	ENSMUSG00000032301	Psma4	protein_coding	protein_coding	9	cdna
ENSMUST00000171578.8	ENSMUSG00000032301	Psma4	protein_coding	retained_intron	9	cdna
ENSMUST00000169008.8	ENSMUSG00000032301	Psma4	protein_coding	retained_intron	9	cdna
ENSMUST00000163960.8	ENSMUSG00000032301	Psma4	protein_coding	protein_coding_CDS_not_defined	9	cdna
ENSMUST00000172407.8	ENSMUSG00000032301	Psma4	protein_coding	protein_coding	9	cdna
ENSMUST00000164679.2	ENSMUSG00000032301	Psma4	protein_coding	retained_intron	9	cdna
ENSMUST00000171900.2	ENSMUSG00000032301	Psma4	protein_coding	protein_coding	9	cdna
ENSMUST00000052457.15	ENSMUSG00000033763	Mtss2	protein_coding	protein_coding	8	cdna
ENSMUST00000144041.8	ENSMUSG00000033763	Mtss2	protein_coding	protein_coding	8	cdna
ENSMUST00000141527.2	ENSMUSG00000033763	Mtss2	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000149273.8	ENSMUSG00000033763	Mtss2	protein_coding	protein_coding	8	cdna
ENSMUST00000141302.2	ENSMUSG00000033763	Mtss2	protein_coding	protein_coding	8	cdna
ENSMUST00000133848.2	ENSMUSG00000033763	Mtss2	protein_coding	retained_intron	8	cdna
ENSMUST00000107945.8	ENSMUSG00000012777	Acp4	protein_coding	protein_coding	7	cdna
ENSMUST00000118216.8	ENSMUSG00000012777	Acp4	protein_coding	protein_coding	7	cdna
ENSMUST00000012921.9	ENSMUSG00000012777	Acp4	protein_coding	protein_coding	7	cdna
ENSMUST00000238733.2	ENSMUSG00000070720	Tmem200b	protein_coding	protein_coding	4	cdna
ENSMUST00000094666.4	ENSMUSG00000070720	Tmem200b	protein_coding	protein_coding	4	cdna
ENSMUST00000105687.9	ENSMUSG00000044700	Tmem201	protein_coding	protein_coding	4	cdna
ENSMUST00000054459.11	ENSMUSG00000044700	Tmem201	protein_coding	protein_coding	4	cdna
ENSMUST00000139923.2	ENSMUSG00000044700	Tmem201	protein_coding	retained_intron	4	cdna
ENSMUST00000103208.2	ENSMUSG00000044700	Tmem201	protein_coding	protein_coding	4	cdna
ENSMUST00000140889.8	ENSMUSG00000044700	Tmem201	protein_coding	retained_intron	4	cdna
ENSMUST00000145405.2	ENSMUSG00000044700	Tmem201	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000044675.5	ENSMUSG00000098789	Jmjd7	protein_coding	protein_coding	2	cdna
ENSMUST00000135365.8	ENSMUSG00000098789	Jmjd7	protein_coding	nonsense_mediated_decay	2	cdna
ENSMUST00000130176.8	ENSMUSG00000098789	Jmjd7	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000139862.2	ENSMUSG00000098789	Jmjd7	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000129679.2	ENSMUSG00000098789	Jmjd7	protein_coding	nonsense_mediated_decay	2	cdna
ENSMUST00000057975.8	ENSMUSG00000051444	Bbs12	protein_coding	protein_coding	3	cdna
ENSMUST00000108121.4	ENSMUSG00000051444	Bbs12	protein_coding	protein_coding	3	cdna
ENSMUST00000111702.8	ENSMUSG00000030255	Sspn	protein_coding	protein_coding	6	cdna
ENSMUST00000032383.14	ENSMUSG00000030255	Sspn	protein_coding	protein_coding	6	cdna
ENSMUST00000111701.2	ENSMUSG00000030255	Sspn	protein_coding	protein_coding	6	cdna
ENSMUST00000124863.4	ENSMUSG00000087376	Gm15517	protein_coding	protein_coding	7	cdna
ENSMUST00000187314.2	ENSMUSG00000087376	Gm15517	protein_coding	retained_intron	7	cdna
ENSMUST00000147088.2	ENSMUSG00000087376	Gm15517	protein_coding	retained_intron	7	cdna
ENSMUST00000138563.9	ENSMUSG00000037225	Fgf2	protein_coding	protein_coding	3	cdna
ENSMUST00000200585.5	ENSMUSG00000037225	Fgf2	protein_coding	protein_coding	3	cdna
ENSMUST00000038885.10	ENSMUSG00000037225	Fgf2	protein_coding	protein_coding	3	cdna
