event	event_type	arm	dPSI_oriented
ENSMUSG00000033499;SE:13:9208265-9208587:9208838-9214711:+	SE	control	0.2401618577007454
ENSMUSG00000033952;SE:1:139404640-139405084:139408878-139410076:+	SE	control	0.34451061232308067
ENSMUSG00000033964;AF:1:139350026:139350064-139350772:139350120:139350161-139350772:+	AF	control	0.7018398112327018
ENSMUSG00000034024;A3:10:116887212-116888921:116887181-116888921:-	A3	control	0.3691864193808542
ENSMUSG00000034300;AF:18:34891959:34892197-34895548:34892626:34892650-34895548:+	AF	control	0.666118265107837
ENSMUSG00000034333;AL:15:88639136-88654741:88655079:88639136-88663612:88668719:+	AL	control	0.22801691210957076
ENSMUSG00000034349;A3:3:68913546-68914522:68913546-68914597:+	A3	control	0.3122880281610684
ENSMUSG00000034349;A5:3:68912448-68913409:68912423-68913409:+	A5	control	0.20579395695636463
ENSMUSG00000034349;A5:3:68913557-68914522:68913546-68914522:+	A5	control	0.19083550039549424
ENSMUSG00000034391;AF:18:84952907:84953305-84975445:84970241:84970383-84975445:+	AF	control	0.32961725576635637
ENSMUSG00000034391;AF:18:84953283:84953305-84975445:84970241:84970383-84975445:+	AF	control	0.6338827140351684
ENSMUSG00000034858;AF:9:74860166:74860290-74860996:74860308:74860341-74860996:+	AF	control	0.4963564444763974
ENSMUSG00000035227;AF:7:99498266-99507971:99508106:99498266-99512435:99512578:-	AF	control	0.43975543145819174
ENSMUSG00000035227;SE:7:99498266-99512028:99512201-99512435:-	SE	control	0.5484474660575918
ENSMUSG00000036992;SE:2:148514755-148516384:148516518-148517202:+	SE	control	0.208114814139709
ENSMUSG00000037072;AF:3:144276065:144276172-144283347:144276454:144276560-144283347:+	AF	control	0.40247697899635904
ENSMUSG00000037072;AL:3:144296436-144300662:144301193:144296436-144302584:144303422:+	AL	control	0.2466643452803356
ENSMUSG00000037072;SE:3:144296436-144300662:144300711-144302584:+	SE	control	0.26103690509328303
ENSMUSG00000037443;A3:4:133881707-133882988:133881701-133882988:-	A3	control	0.4550021456801404
ENSMUSG00000037465;AF:15:38298096-38299303:38299326:38298096-38300803:38300950:-	AF	control	0.41287625053380334
ENSMUSG00000037514;A5:2:131116183-131129394:131116040-131129394:+	A5	control	0.8217859445358984
ENSMUSG00000037514;SE:2:131116183-131129394:131129517-131135319:+	SE	control	0.4106823634988927
ENSMUSG00000037608;A3:10:20197862-20198709:20197862-20198715:+	A3	control	0.5010898835737412
ENSMUSG00000037712;SE:14:45713570-45713875:45713907-45719889:-	SE	control	0.41970390554772763
ENSMUSG00000037722;A3:14:45618473-45619013:45618455-45619013:-	A3	control	0.21832965418259215
ENSMUSG00000037722;A5:14:45622205-45626508:45622205-45626521:-	A5	control	0.4181528466501535
ENSMUSG00000037805;MX:17:28547859-28547941:28548021-28549499:28547859-28548348:28548496-28549499:+	MX	control	0.42389722065908153
ENSMUSG00000037805;SE:17:28548021-28548348:28548496-28549499:+	SE	control	0.3368302997152459
ENSMUSG00000037885;SE:2:129643924-129652408:129653157-129669694:+	SE	control	0.27621749556884334
ENSMUSG00000037966;AF:13:49340961:49341113-49347212:49343772:49343835-49347212:+	AF	control	0.26858399505742714
ENSMUSG00000037966;AF:13:49341012:49341113-49347212:49343772:49343835-49347212:+	AF	control	0.48794863575160063
ENSMUSG00000038005;SE:8:61346894-61348495:61348684-61349772:+	SE	control	0.21551663867073045
ENSMUSG00000038028;SE:6:127069705-127078812:127078849-127086399:-	SE	control	0.36305251171012876
ENSMUSG00000038174;SE:1:58569418-58573644:58573811-58574549:-	SE	control	0.4229783551494367
ENSMUSG00000038187;A5:7:112927666-112929062:112927666-112929151:-	A5	control	0.13029615609787149
ENSMUSG00000038217;A5:11:75360727-75361226:75360444-75361226:+	A5	control	0.5231965479325414
ENSMUSG00000038544;SE:4:59775549-59782254:59782334-59783728:-	SE	control	0.4417255318377912
ENSMUSG00000038546;AF:13:43557165-43560088:43561504:43557165-43565887:43565960:-	AF	control	0.3337116058226147
ENSMUSG00000038740;AF:2:33764472-33776798:33776857:33764472-33777332:33777494:-	AF	control	0.20923812666553399
ENSMUSG00000038740;AF:2:33764472-33776798:33776857:33764472-33777332:33777958:-	AF	control	0.37131437315184396
ENSMUSG00000038812;RI:19:6887952:6888041-6888120:6888396:+	RI	control	0.22209181404889625
ENSMUSG00000038845;AF:11:95557836:95557868-95558863:95557890:95557965-95558863:+	AF	control	0.5799654283710957
ENSMUSG00000038965;SE:16:16972146-16977854:16978040-16994276:-	SE	control	0.4396264163557452
ENSMUSG00000038965;SE:16:16978040-16989627:16989725-16994276:-	SE	control	0.31670486102849327
ENSMUSG00000038965;SE:16:16978040-16994276:16994371-17019299:-	SE	control	0.32832604720973013
ENSMUSG00000039163;A5:9:117944497-117979085:117944497-117979136:-	A5	control	0.18157034852919274
ENSMUSG00000039630;A3:1:178156972-178157433:178152878-178157433:-	A3	control	0.3982816203369027
ENSMUSG00000039630;SE:1:178151278-178151531:178151581-178152808:-	SE	control	0.2733070663707991
ENSMUSG00000039770;AF:17:73143448:73143786-73153274:73144531:73144814-73153274:+	AF	control	0.17496001680369122
ENSMUSG00000039770;AF:17:73143448:73143786-73153274:73147926:73148124-73153274:+	AF	control	0.1594311326220481
ENSMUSG00000039770;AF:17:73144308:73144703-73153274:73147926:73148124-73153274:+	AF	control	0.10553047388770109
ENSMUSG00000039770;AF:17:73144531:73144814-73153274:73147926:73148124-73153274:+	AF	control	0.300445506168906
ENSMUSG00000040139;SE:7:136978080-136978684:136978846-136989100:-	SE	control	0.30561463280061585
ENSMUSG00000040167;AL:7:130990381:130994309-130995484:130994376:130994448-130995484:-	AL	control	0.5953589588980909
ENSMUSG00000040446;RI:18:24640162:24640288-24641051:24641148:-	RI	control	0.3441159460473512
ENSMUSG00000040481;SE:11:106934651-106935318:106935491-106937826:-	SE	control	0.3236656848770649
ENSMUSG00000040749;AF:X:162858665-162859011:162859117:162858665-162859183:162859489:-	AF	control	0.324171198479142
ENSMUSG00000040760;SE:14:26682995-26684763:26684834-26685604:-	SE	control	0.19278875237760817
ENSMUSG00000040771;A5:17:48717400-48717856:48717265-48717856:+	A5	control	0.12726294872038846
ENSMUSG00000040952;A5:7:24584294-24584561:24584274-24584561:+	A5	control	0.36894619249177396
ENSMUSG00000040952;AF:7:24583796:24584092-24584561:24584139:24584294-24584561:+	AF	control	0.3127918755868906
ENSMUSG00000040952;AF:7:24584058:24584092-24584561:24584238:24584274-24584561:+	AF	control	0.22896373242099954
ENSMUSG00000040952;SE:7:24584977-24585532:24585612-24587707:+	SE	control	0.17238986786050314
ENSMUSG00000041353;AL:X:149181791:149181912-149203338:149191574:149192596-149203338:-	AL	control	0.4650019440423905
ENSMUSG00000041353;AL:X:149181791:149181912-149203338:149191916:149192596-149203338:-	AL	control	0.5081999689457715
ENSMUSG00000041359;MX:12:105183960-105184482:105184551-105188792:105183960-105184918:105185088-105188792:-	MX	control	0.26003520098422395
ENSMUSG00000041360;A3:19:27376504-27377079:27376500-27377079:-	A3	control	0.23447661779761497
ENSMUSG00000041360;A3:19:27397521-27398697:27397517-27398697:-	A3	control	0.2403601129937467
ENSMUSG00000041431;A5:13:100916293-100916530:100916293-100917284:-	A5	control	0.3121557700749978
ENSMUSG00000041431;SE:13:100916293-100916530:100916640-100917284:-	SE	control	0.21648111543267679
ENSMUSG00000041718;A3:X:143101117-143102895:143101117-143102999:+	A3	control	0.3281771897800792
ENSMUSG00000041841;AF:15:5146127:5146166-5146769:5146183:5146408-5146769:+	AF	control	0.26339395811265964
ENSMUSG00000041841;AF:15:5146183:5146408-5146769:5146431:5146548-5146769:+	AF	control	0.18770902653701915
ENSMUSG00000041857;SE:19:11645780-11666031:11666212-11668306:-	SE	control	0.1305921528341183
ENSMUSG00000041920;AF:11:109354374-109357102:109357185:109354374-109363764:109364120:-	AF	control	0.3524995267290149
ENSMUSG00000041920;SE:11:109349431-109350625:109350768-109354136:-	SE	control	0.34941442653585836
ENSMUSG00000042279;A5:6:115926702-115926851:115926673-115926851:+	A5	control	0.2688894539035588
ENSMUSG00000042279;A5:6:115926706-115926851:115926673-115926851:+	A5	control	0.2930223781896185
ENSMUSG00000042396;SE:9:48405481-48405583:48405687-48406455:-	SE	control	0.2610537307907016
ENSMUSG00000043510;A5:5:110982665-110983841:110982665-110983846:-	A5	control	0.3123899027590402
ENSMUSG00000043872;A3:4:126943699-126944357:126943405-126944357:-	A3	control	0.4131604235910884
ENSMUSG00000044155;SE:6:18849665-18850910:18851000-18851635:+	SE	control	0.18755644632015858
ENSMUSG00000044768;AF:1:97582414-97589280:97589401:97582414-97589556:97589799:-	AF	control	0.5381438060592254
ENSMUSG00000045378;AF:17:29160343-29161171:29161238:29160343-29162752:29162814:-	AF	control	0.4441127937397914
ENSMUSG00000045519;AF:9:20265545-20266770:20266942:20265545-20296313:20296473:-	AF	control	0.3136394274497415
ENSMUSG00000046516;SE:16:38169691-38170039:38170093-38172988:+	SE	control	0.22035460521061545
ENSMUSG00000046679;A3:6:86423250-86424293:86423250-86424323:+	A3	control	0.32894899194881355
ENSMUSG00000046679;A5:6:86415829-86420709:86415776-86420709:+	A5	control	0.8953808100252679
ENSMUSG00000046679;A5:6:86416240-86420709:86415776-86420709:+	A5	control	0.8590778064872142
ENSMUSG00000046679;AF:6:86415356:86415469-86420709:86415674:86415776-86420709:+	AF	control	0.47572172507891153
ENSMUSG00000046679;AF:6:86415356:86415469-86420709:86415674:86415829-86420709:+	AF	control	0.20988651496558053
ENSMUSG00000046679;AF:6:86415356:86415469-86420709:86415709:86416240-86420709:+	AF	control	0.36431508789506484
ENSMUSG00000047044;A3:19:18691023-18694583:18691023-18694586:+	A3	control	0.14403734834352483
ENSMUSG00000047139;AF:10:43455165:43455318-43458600:43455931:43456149-43458600:+	AF	control	0.1843028084358399
ENSMUSG00000047996;A5:X:77564427-77627310:77564427-77627375:-	A5	control	0.36243537860063135
ENSMUSG00000048271;SE:5:28544306-28547393:28547512-28557470:+	SE	control	0.33795779137463244
ENSMUSG00000048668;AF:6:128339147-128339331:128339775:128339147-128339802:128339874:-	AF	control	0.2770411148813299
ENSMUSG00000049164;A5:19:40883234-40885528:40883230-40885528:+	A5	control	0.21581688173632996
ENSMUSG00000049164;SE:19:40885609-40896503:40896647-40899477:+	SE	control	0.21581688173632996
ENSMUSG00000049439;SE:1:60391329-60392068:60392234-60393673:+	SE	control	0.23076385646667763
ENSMUSG00000049517;AF:13:91071077:91071318-91071706:91071336:91071525-91071706:+	AF	control	0.15998187398265612
ENSMUSG00000049606;AF:5:106814711-106815382:106815483:106814711-106843664:106843841:-	AF	control	0.9528610093416405
ENSMUSG00000049606;AF:5:106814711-106815382:106815483:106814711-106844398:106844463:-	AF	control	1.0
ENSMUSG00000050608;A5:4:138833214-138858099:138833214-138858233:-	A5	control	0.2551068628536509
ENSMUSG00000050608;AF:4:138833214-138838528:138838554:138833214-138858099:138858305:-	AF	control	0.18814373122091121
ENSMUSG00000050608;AF:4:138833214-138838528:138838554:138833214-138858233:138858424:-	AF	control	0.11537097532048268
ENSMUSG00000051256;A5:6:113419765-113424219:113419758-113424219:+	A5	control	0.1602247777515936
ENSMUSG00000051391;A3:5:135961496-135963177:135959803-135963177:-	A3	control	0.3704629045381097
ENSMUSG00000051391;AL:5:135937263:135940505-135963177:135959534:135961496-135963177:-	AL	control	0.32230983792662293
ENSMUSG00000051391;AL:5:135937263:135940505-135963177:135959615:135959803-135963177:-	AL	control	0.6960864658661166
ENSMUSG00000051391;RI:5:135937263:135937975-135939841:135940505:-	RI	control	0.4580135695925062
ENSMUSG00000052033;AF:2:170353155:170353389-170357659:170353440:170353475-170357659:+	AF	control	0.2550359138220494
ENSMUSG00000052033;AF:2:170353365:170353389-170357659:170353440:170353475-170357659:+	AF	control	0.32561314397504165
ENSMUSG00000053110;SE:9:7938539-7950493:7950540-7952954:-	SE	control	0.39176591066113414
ENSMUSG00000053453;AF:14:8507911:8507969-8515107:8508486:8508578-8515107:+	AF	control	0.4553973146227951
ENSMUSG00000053453;AF:14:8508557:8508578-8515107:8512132:8512303-8515107:+	AF	control	0.6072993081257017
ENSMUSG00000053453;RI:14:8515107:8515197-8516225:8516352:+	RI	control	0.6386966952459682
ENSMUSG00000053453;RI:14:8515107:8515224-8516225:8516352:+	RI	control	0.2391119166678894
ENSMUSG00000053931;SE:3:121244007-121245032:121245169-121245532:+	SE	control	0.27912284247179775
ENSMUSG00000054469;A5:17:73415172-73468818:73415151-73468818:+	A5	control	0.6063732391638192
ENSMUSG00000055067;AL:1:179205100:179205364-179232848:179222789:179223396-179232848:-	AL	control	0.21495345867938703
ENSMUSG00000056162;RI:18:84654172:84654334-84655940:84656089:-	RI	control	0.3563508249472226
ENSMUSG00000056536;A5:1:105585575-105586612:105585575-105586641:-	A5	control	0.4798238989500233
ENSMUSG00000056579;A3:11:3595523-3596557:3595454-3596557:-	A3	control	0.24999304508621645
ENSMUSG00000057113;SE:11:33106104-33106664:33106747-33106991:-	SE	control	0.14029530940032608
ENSMUSG00000058291;A3:5:138614827-138615317:138614821-138615317:-	A3	control	0.27894013001353324
ENSMUSG00000058291;SE:5:138610427-138614732:138614821-138615317:-	SE	control	0.23398915870447162
ENSMUSG00000058704;AF:17:74565500-74595453:74595643:74565500-74601687:74601785:-	AF	control	0.3539817932800373
ENSMUSG00000058704;MX:17:74509360-74524022:74524098-74532427:74509360-74527483:74527535-74532427:-	MX	control	0.23433616971440563
ENSMUSG00000058704;SE:17:74509360-74527483:74527535-74532427:-	SE	control	0.48207709732183346
ENSMUSG00000058704;SE:17:74509360-74532427:74532569-74548900:-	SE	control	0.2552365266311949
ENSMUSG00000060288;AL:4:119157207:119157399-119167956:119164357:119165080-119167956:-	AL	control	0.3435638317180404
ENSMUSG00000061136;A5:2:53034891-53035245:53034891-53035298:-	A5	control	0.3025074098965344
ENSMUSG00000061371;SE:10:81894330-81894517:81894577-81895351:+	SE	control	0.21717391493725202
ENSMUSG00000061477;AF:12:28681773-28682280:28682389:28681773-28683767:28683907:-	AF	control	0.11988555992730329
ENSMUSG00000062169;AF:1:180972258:180972466-180983424:180982303:180982469-180983424:+	AF	control	0.3952394148128047
ENSMUSG00000062170;SE:X:67805837-67807538:67807615-67815651:+	SE	control	0.1836275730857887
ENSMUSG00000062170;SE:X:67807615-67812562:67812699-67815651:+	SE	control	0.11929365655793407
ENSMUSG00000062627;SE:4:94836396-94836566:94836671-94839163:-	SE	control	0.5258204010412835
ENSMUSG00000062797;SE:7:89569399-89572772:89572923-89584935:-	SE	control	0.32317596852659136
ENSMUSG00000062797;SE:7:89572923-89584935:89585172-89590177:-	SE	control	0.6161183425442911
ENSMUSG00000063334;RI:10:111813017:111813142-111813220:111813303:+	RI	control	0.24584791809935275
ENSMUSG00000063334;SE:10:111815052-111815792:111815962-111818706:+	SE	control	0.1949413158459618
ENSMUSG00000063480;AL:15:81925679:81926398-81931688:81927251:81928218-81931688:-	AL	control	0.7309677952390334
ENSMUSG00000063550;AF:7:101845095-101858946:101859074:101845095-101859225:101859383:-	AF	control	0.2595695068718015
ENSMUSG00000063714;A3:2:72817976-72818694:72817976-72818716:+	A3	control	0.4168326663579352
ENSMUSG00000063714;A3:2:72817976-72818712:72817976-72818716:+	A3	control	0.27091484850900194
ENSMUSG00000063787;A3:14:20753265-20753344:20753265-20753358:+	A3	control	0.27479061546927047
ENSMUSG00000064127;RI:X:12572538:12572684-12572771:12572931:-	RI	control	0.5095412210273218
ENSMUSG00000064127;SE:X:12553440-12555568:12555699-12559824:-	SE	control	0.5095412210273217
ENSMUSG00000064194;AF:7:42763653:42763706-42836594:42827012:42827127-42836594:+	AF	control	0.1865996370484335
ENSMUSG00000064194;SE:7:42836977-42838467:42838574-42838726:+	SE	control	0.1280839876572444
ENSMUSG00000064326;SE:12:112611518-112613272:112613466-112614259:+	SE	control	0.12518923741544408
ENSMUSG00000066000;A5:4:147725462-147726792:147725462-147726821:-	A5	control	0.19841359290498128
ENSMUSG00000066030;A3:4:143917359-143920012:143917359-143920545:+	A3	control	0.3180445036298213
ENSMUSG00000066030;A5:4:143921939-143922379:143920855-143922379:+	A5	control	0.3173477145556932
ENSMUSG00000066030;SE:4:143917359-143920012:143920075-143920545:+	SE	control	0.2589690263306573
ENSMUSG00000066456;AL:9:82992001:82992482-82993046:82992773:82992927-82993046:-	AL	control	0.3690787747370143
ENSMUSG00000066456;RI:9:82992001:82992482-82993046:82993159:-	RI	control	0.319997671244243
ENSMUSG00000066456;SE:9:82992482-82992841:82992927-82993046:-	SE	control	0.3868965735801329
ENSMUSG00000066463;A3:9:78219917-78220187:78219818-78220187:-	A3	control	0.4294315782280474
ENSMUSG00000066463;AF:9:78220357-78220609:78220729:78220357-78221979:78222078:-	AF	control	0.44919880726622063
ENSMUSG00000066463;SE:9:78219591-78219752:78219818-78220187:-	SE	control	0.10721942114238976
ENSMUSG00000066551;AF:5:148987561-148988089:148988426:148987561-148989710:148989826:-	AF	control	0.3921385126071262
ENSMUSG00000066551;AF:5:148987561-148988089:148988426:148987561-148989710:148989850:-	AF	control	0.47239151456351036
ENSMUSG00000068039;SE:17:13135516-13136685:13136770-13136930:+	SE	control	0.34790076245086277
ENSMUSG00000068417;AF:14:51193449:51193685-51196972:51193701:51193915-51196972:+	AF	control	0.4493740226393773
ENSMUSG00000070034;A3:1:85523448-85523683:85522154-85523683:-	A3	control	0.1772163583968771
ENSMUSG00000070034;RI:1:85506778:85506920-85507365:85507466:-	RI	control	0.1675175595548427
ENSMUSG00000070677;AF:5:95604665:95604760-95629445:95621412:95621491-95629445:+	AF	control	0.669922050360486
ENSMUSG00000070837;A5:7:6998711-6999267:6998547-6999267:+	A5	control	0.4860282660452778
ENSMUSG00000070837;A5:7:6998833-6999267:6998547-6999267:+	A5	control	0.6252587451581231
ENSMUSG00000070837;AF:7:6998382:6998547-6999267:6998668:6998711-6999267:+	AF	control	0.5057299984560027
ENSMUSG00000071072;SE:10:127906101-127907937:127908026-127910091:+	SE	control	0.30334794823943656
ENSMUSG00000071533;A3:16:55844801-55849966:55844749-55849966:-	A3	control	0.22799805372391202
ENSMUSG00000071533;AF:16:55844801-55844897:55845031:55844801-55849966:55850059:-	AF	control	0.29395233883618793
ENSMUSG00000071533;SE:16:55842492-55844587:55844749-55849966:-	SE	control	0.5058889679434457
ENSMUSG00000071533;SE:16:55842492-55844587:55844801-55849966:-	SE	control	0.29561884885948747
ENSMUSG00000071533;SE:16:55842492-55844587:55845000-55849966:-	SE	control	0.3021757375153602
ENSMUSG00000072694;AL:5:114946257:114947392-114951841:114950854:114951266-114951841:-	AL	control	0.36155116699451506
ENSMUSG00000073079;AF:12:55127062:55127171-55135955:55127345:55127521-55135955:+	AF	control	0.4602073345785799
ENSMUSG00000073079;AL:12:55138118-55138492:55138686:55138118-55142600:55142674:+	AL	control	0.4693300934611909
ENSMUSG00000073633;AF:1:84817562:84817689-84858813:84844157:84844264-84858813:+	AF	control	0.3804270098297441
ENSMUSG00000073702;RI:1:39407010:39407087-39407230:39407336:+	RI	control	0.13845599902101877
ENSMUSG00000073705;A5:4:149216129-149216716:149216129-149216735:-	A5	control	0.15849868692633007
ENSMUSG00000074129;MX:7:44775661-44775902:44775961-44776415:44775661-44776166:44776218-44776415:-	MX	control	0.5467114174358936
ENSMUSG00000074238;SE:3:127606944-127609245:127609343-127610559:-	SE	control	0.38020025278038627
ENSMUSG00000074354;A5:9:51754002-51786910:51754002-51787003:-	A5	control	0.16899778164851903
ENSMUSG00000074354;A5:9:51754002-51786910:51754002-51787031:-	A5	control	0.2383239307783338
ENSMUSG00000074366;SE:7:15484341-15484472:15484530-15491417:+	SE	control	0.45056707055072925
ENSMUSG00000074397;A3:9:44346949-44347156:44346878-44347156:-	A3	control	0.32595678104783077
ENSMUSG00000074397;AL:9:44345070:44345320-44346720:44345497:44346606-44346720:-	AL	control	0.17695934192907517
ENSMUSG00000074698;SE:2:152096241-152099298:152099399-152099861:+	SE	control	0.2312260180088147
ENSMUSG00000074781;SE:10:95377313-95377500:95377640-95378134:+	SE	control	0.36149431759582074
ENSMUSG00000075054;AF:13:18166334-18167377:18167688:18166334-18167766:18167913:-	AF	control	0.22169333681965236
ENSMUSG00000075427;AL:15:98083894:98085671-98087015:98086175:98086660-98087015:-	AL	control	0.3777417882676627
ENSMUSG00000075610;MX:11:94669574-94669743:94669885-94670082:94669574-94669887:94669941-94670082:-	MX	control	0.36970726772605456
ENSMUSG00000078713;SE:4:45105644-45106839:45106888-45107913:-	SE	control	0.20486610600267166
ENSMUSG00000078919;AF:2:168069422-168071731:168071996:168069422-168072113:168072150:-	AF	control	0.4275742779152397
ENSMUSG00000078919;AF:2:168069422-168071731:168071996:168069422-168072113:168072248:-	AF	control	0.4957309374026105
ENSMUSG00000078919;AF:2:168069422-168072113:168072150:168069422-168072309:168072511:-	AF	control	0.1925601162189125
ENSMUSG00000078919;AF:2:168069422-168072113:168072248:168069422-168072309:168072511:-	AF	control	0.28635833306726166
ENSMUSG00000078919;AF:2:168069422-168072113:168072282:168069422-168072309:168072511:-	AF	control	0.20231820282076096
ENSMUSG00000078919;SE:2:168059696-168061140:168061165-168061957:-	SE	control	0.216031058010145
ENSMUSG00000078974;A5:11:16456472-16458079:16456472-16458104:-	A5	control	0.3450718242938524
ENSMUSG00000078974;AF:11:16456472-16457980:16458069:16456472-16458079:16458484:-	AF	control	0.31255572987611613
ENSMUSG00000079162;A3:9:88971647-88972646:88971644-88972646:-	A3	control	0.4456662961571516
ENSMUSG00000079477;AF:6:87990680-87996618:87996765:87990680-88022055:88022252:-	AF	control	0.4561542371393834
ENSMUSG00000079477;AF:6:87990680-88021919:88021999:87990680-88022055:88022252:-	AF	control	0.2583924018718087
ENSMUSG00000079477;AF:6:87992700-87996618:87996765:87992700-88022055:88022227:-	AF	control	0.4103256223613091
ENSMUSG00000079477;SE:6:87990680-87991568:87991702-87992614:-	SE	control	0.3767945467241607
ENSMUSG00000079658;AF:1:16718231-16727046:16727108:16718231-16727216:16727262:-	AF	control	0.5331538564579792
ENSMUSG00000085334;AL:4:126930442-126930725:126930806:126930442-126941483:126943191:+	AL	control	0.3305892272072989
ENSMUSG00000086474;AF:11:79673382-79673596:79673713:79673382-79751410:79751542:-	AF	control	0.13773679383443455
ENSMUSG00000087491;SE:X:34239583-34240256:34240534-34241045:-	SE	control	0.22123125421113654
ENSMUSG00000087491;SE:X:34239583-34240502:34240534-34241045:-	SE	control	0.19249503145732527
ENSMUSG00000090254;A3:6:89118067-89121530:89118067-89121544:+	A3	control	0.22371706294838967
ENSMUSG00000090254;A3:6:89118067-89121544:89118067-89121595:+	A3	control	0.20420203028631498
ENSMUSG00000090254;SE:6:89118067-89121530:89121658-89122141:+	SE	control	0.2672913549476794
ENSMUSG00000090254;SE:6:89118067-89121544:89121658-89122141:+	SE	control	0.4146526890924854
ENSMUSG00000096917;A3:8:57959835-57963030:57959835-57963122:+	A3	control	0.42640350822225304
ENSMUSG00000096917;AF:8:57940551:57940950-57943374:57941071:57941227-57943374:+	AF	control	0.6273752573272388
ENSMUSG00000096917;AF:8:57940551:57940950-57943374:57941121:57941227-57943374:+	AF	control	0.5996178979408786
ENSMUSG00000096917;AF:8:57941044:57941227-57943374:57942643:57942816-57943374:+	AF	control	0.5261639263530211
ENSMUSG00000096917;AF:8:57941084:57941102-57943374:57941121:57941227-57943374:+	AF	control	0.6167271184091238
ENSMUSG00000097113;AF:1:136611110:136611211-136616482:136611367:136611441-136616482:+	AF	control	0.4252923467387161
ENSMUSG00000097113;AL:1:136609300-136610240:136610465:136609300-136616482:136616491:+	AL	control	0.34925318263064276
ENSMUSG00000097727;RI:17:46090185:46090317-46091846:46091899:+	RI	control	0.309233312059922
ENSMUSG00000100969;AL:19:3195946:3196265-3203931:3199813:3200006-3203931:-	AL	control	0.7272289979421752
ENSMUSG00000100969;AL:19:3195946:3196265-3203931:3203208:3203401-3203931:-	AL	control	0.7272289979421752
ENSMUSG00000109734;AF:7:104558006:104558103-104559477:104559058:104559381-104559477:+	AF	control	0.16019022064738797
ENSMUSG00000111270;A5:9:120621270-120622949:120621159-120622949:+	A5	control	0.2217865687108901
ENSMUSG00000112286;AL:10:82607302-82613086:82613615:82607302-82631455:82631640:+	AL	control	0.1394147206548743
ENSMUSG00000113738;AF:13:35236710:35236786-35263215:35262472:35262610-35263215:+	AF	control	0.15679699319645146
ENSMUSG00000113738;AL:13:35265280-35265521:35265537:35265280-35267084:35267243:+	AL	control	0.15679699319645146
ENSMUSG00000113784;RI:13:3168576:3168748-3168868:3168909:-	RI	control	0.3198094799255591
ENSMUSG00000113902;AF:12:101935896-101941919:101942513:101935896-101943043:101943323:-	AF	control	0.304206208255786
ENSMUSG00000114319;AF:13:38966827-38977579:38977636:38966827-39009559:39009731:-	AF	control	0.17539846311813523
ENSMUSG00000117727;SE:18:35188833-35193165:35193209-35220525:-	SE	control	0.6418265788733832
ENSMUSG00000118332;SE:5:143534889-143537164:143537296-143548512:+	SE	control	0.27684739805531644
ENSMUSG00000118504;A3:3:89966107-89967669:89966107-89968945:+	A3	control	0.23869637581129133
ENSMUSG00000121465;AF:14:24343304:24343375-24346065:24343387:24343655-24346065:+	AF	control	0.1283043160524643
ENSMUSG00000121818;AF:5:115241587-115245952:115246021:115241587-115248252:115248327:-	AF	control	0.31715524924648
ENSMUSG00000121889;AF:5:94487608:94487670-94529205:94525176:94525307-94529205:+	AF	control	0.13701147446162
ENSMUSG00000000028;SE:16:18626173-18627482:18627619-18629139:-	SE	A485	0.08650520293724295
ENSMUSG00000000399;A3:6:126821992-126826027:126821924-126826027:-	A3	A485	-0.07802986822865604
ENSMUSG00000000441;RI:6:115597170:115597288-115598777:115598823:-	RI	A485	-0.042095762359455946
ENSMUSG00000000441;SE:6:115603927-115608176:115608329-115609858:-	SE	A485	-0.042095762359456
ENSMUSG00000000568;AF:5:100115246-100124393:100124410:100115246-100126251:100126776:-	AF	A485	0.40075406004090663
ENSMUSG00000000568;AF:5:100115246-100124393:100124410:100115246-100126251:100126794:-	AF	A485	0.10190130923083152
ENSMUSG00000000568;SE:5:100109192-100109957:100110063-100110374:-	SE	A485	0.31151681034454226
ENSMUSG00000000568;SE:5:100109192-100109993:100110063-100110374:-	SE	A485	0.09390932060682933
ENSMUSG00000000568;SE:5:100110471-100111590:100111736-100111843:-	SE	A485	0.22014704386210793
ENSMUSG00000000827;SE:2:181143846-181144669:181144728-181149959:+	SE	A485	0.11315811439302564
ENSMUSG00000000827;SE:2:181150060-181152297:181152323-181153367:+	SE	A485	0.25633351737076787
ENSMUSG00000001089;AL:4:136272713-136273308:136273705:136272713-136281815:136282091:+	AL	A485	0.38289854815294694
ENSMUSG00000001289;AF:15:102234624:102234695-102236957:102234818:102234970-102236957:+	AF	A485	0.1737025076631704
ENSMUSG00000001289;SE:15:102234695-102234868:102234970-102236957:+	SE	A485	0.0551247083541786
ENSMUSG00000001289;SE:15:102234970-102235253:102235284-102236957:+	SE	A485	0.04362786272217223
ENSMUSG00000003779;AF:18:34757666:34757905-34758511:34758060:34758113-34758511:+	AF	A485	0.8000003265024249
ENSMUSG00000003779;RI:18:34761438:34761475-34761558:34761632:+	RI	A485	0.5413677727293514
ENSMUSG00000003779;RI:18:34761728:34761839-34761938:34762006:+	RI	A485	0.5413677727293513
ENSMUSG00000004359;AF:10:88516436-88518837:88518885:88516436-88520828:88520877:-	AF	A485	0.33109243755721296
ENSMUSG00000004359;SE:10:88511932-88512735:88512827-88513362:-	SE	A485	0.12758963795739742
ENSMUSG00000004642;AL:5:33792296:33792519-33799245:33797399:33798272-33799245:-	AL	A485	0.40627885841161737
ENSMUSG00000004642;SE:5:33802981-33803354:33803413-33807087:-	SE	A485	-0.004387576962286421
